# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  26100      1.59e+00    3.16e+00      4.33e-03    1.69e-04      1.80e-01    3.58e-01    7.7e-05
  26200      3.24e+00    3.69e+00      3.37e-03    6.16e-03      3.67e-01    4.18e-01    7.7e-05
  26300      2.37e+00    2.50e+00      1.83e-02    1.35e-02      2.65e-01    2.82e-01    7.7e-05
  26400      3.53e+00    3.61e+00      4.58e-03    1.58e-02      4.00e-01    4.07e-01    7.7e-05
  26500      2.67e+00    2.32e+00      2.20e-02    1.50e-02      2.99e-01    2.61e-01    7.7e-05
  26600      1.61e+00    4.29e+00      1.12e-02    1.74e-02      1.81e-01    4.85e-01    7.7e-05
  26700      2.10e+00    1.69e+00      9.77e-03    6.29e-04      2.37e-01    1.92e-01    7.7e-05
  26800      2.07e+00    3.25e+00      2.04e-03    1.50e-02      2.35e-01    3.67e-01    7.7e-05
  26900      2.67e+00    1.62e+00      3.88e-03    5.48e-03      3.02e-01    1.83e-01    7.7e-05
  27000      1.64e+00    1.60e+00      1.31e-02    1.38e-02      1.84e-01    1.79e-01    7.7e-05
  27100      1.72e+00    2.59e+00      1.91e-03    8.49e-03      1.95e-01    2.93e-01    7.7e-05
  27200      2.28e+00    3.74e+00      1.98e-02    2.20e-02      2.54e-01    4.21e-01    7.7e-05
  27300      1.98e+00    1.74e+00      1.32e-02    3.34e-02      2.23e-01    1.84e-01    7.7e-05
  27400      2.41e+00    1.49e+00      4.79e-03    7.61e-05      2.73e-01    1.68e-01    7.7e-05
  27500      2.69e+00    1.53e+00      1.81e-02    4.59e-03      3.02e-01    1.73e-01    7.7e-05
  27600      3.50e+00    1.60e+00      1.88e-03    1.25e-02      3.97e-01    1.79e-01    7.7e-05
  27700      2.26e+00    1.62e+00      1.38e-02    1.50e-02      2.55e-01    1.81e-01    7.7e-05
  27800      1.66e+00    3.67e+00      1.69e-02    3.51e-03      1.84e-01    4.15e-01    7.7e-05
  27900      2.11e+00    1.64e+00      1.17e-02    1.45e-02      2.37e-01    1.83e-01    7.7e-05
  28000      2.60e+00    1.82e+00      2.19e-02    6.24e-03      2.90e-01    2.05e-01    7.7e-05
  28100      2.35e+00    3.86e+00      6.02e-03    3.63e-03      2.66e-01    4.37e-01    7.7e-05
  28200      2.99e+00    1.60e+00      7.12e-03    1.07e-02      3.38e-01    1.79e-01    7.7e-05
  28300      1.66e+00    1.61e+00      1.72e-02    2.47e-02      1.84e-01    1.75e-01    7.7e-05
  28400      1.59e+00    2.37e+00      1.84e-03    6.55e-04      1.80e-01    2.68e-01    7.7e-05
  28500      2.29e+00    2.47e+00      1.69e-02    1.89e-02      2.57e-01    2.77e-01    7.7e-05
  28600      2.68e+00    1.48e+00      8.88e-03    6.75e-03      3.02e-01    1.67e-01    7.7e-05
  28700      2.45e+00    1.55e+00      4.08e-03    1.01e-02      2.78e-01    1.74e-01    7.7e-05
  28800      1.80e+00    2.81e+00      1.41e-02    1.13e-03      2.01e-01    3.18e-01    7.7e-05
  28900      2.33e+00    1.57e+00      2.63e-03    1.27e-02      2.64e-01    1.76e-01    7.7e-05
  29000      2.03e+00    2.44e+00      1.25e-02    1.59e-03      2.28e-01    2.76e-01    7.7e-05
  29100      3.61e+00    1.54e+00      1.87e-02    3.90e-03      4.07e-01    1.74e-01    7.7e-05
  29200      2.13e+00    3.60e+00      2.14e-02    1.42e-03      2.36e-01    4.08e-01    7.7e-05
  29300      2.00e+00    1.54e+00      2.62e-03    6.07e-03      2.27e-01    1.74e-01    7.7e-05
  29400      2.70e+00    2.76e+00      1.26e-02    2.01e-02      3.04e-01    3.10e-01    7.7e-05
  29500      1.83e+00    1.56e+00      1.01e-02    1.65e-02      2.06e-01    1.73e-01    7.7e-05
  29600      1.65e+00    1.78e+00      1.76e-03    2.31e-02      1.87e-01    1.95e-01    7.7e-05
  29700      2.96e+00    1.47e+00      9.73e-03    3.85e-03      3.34e-01    1.66e-01    7.7e-05
  29800      1.89e+00    1.62e+00      6.60e-03    1.98e-02      2.14e-01    1.79e-01    7.7e-05
  29900      2.65e+00    3.08e+00      1.38e-02    6.44e-03      2.99e-01    3.49e-01    7.7e-05
  30000      1.58e+00    1.59e+00      7.30e-03    1.13e-02      1.79e-01    1.79e-01    7.7e-05
  30100      1.45e+00    3.85e+00      3.90e-03    1.00e-02      2.11e-01    5.60e-01    4.6e-05
  30200      1.76e+00    2.41e+00      1.61e-03    1.55e-02      2.56e-01    3.48e-01    4.6e-05
  30300      1.90e+00    1.28e+00      1.99e-02    9.64e-03      2.71e-01    1.85e-01    4.6e-05
  30400      1.52e+00    1.12e+00      5.38e-03    3.08e-06      2.21e-01    1.63e-01    4.6e-05
  30500      2.67e+00    1.64e+00      1.63e-02    2.12e-03      3.86e-01    2.39e-01    4.6e-05
  30600      1.23e+00    1.87e+00      6.80e-03    7.90e-03      1.78e-01    2.72e-01    4.6e-05
  30700      1.92e+00    1.40e+00      1.27e-02    1.81e-04      2.77e-01    2.05e-01    4.6e-05
  30800      1.57e+00    1.15e+00      3.96e-03    6.63e-03      2.28e-01    1.66e-01    4.6e-05
  30900      1.28e+00    2.91e+00      3.81e-03    8.27e-03      1.87e-01    4.24e-01    4.6e-05
  31000      1.97e+00    1.19e+00      7.62e-03    1.41e-02      2.87e-01    1.69e-01    4.6e-05
  31100      1.51e+00    1.34e+00      3.89e-03    9.96e-03      2.20e-01    1.93e-01    4.6e-05
  31200      1.86e+00    1.20e+00      4.49e-03    4.15e-03      2.70e-01    1.75e-01    4.6e-05
  31300      1.61e+00    1.22e+00      3.31e-03    1.11e-02      2.35e-01    1.75e-01    4.6e-05
  31400      1.63e+00    1.24e+00      1.24e-02    1.42e-02      2.34e-01    1.77e-01    4.6e-05
  31500      1.88e+00    2.95e+00      1.55e-02    4.38e-03      2.70e-01    4.30e-01    4.6e-05
  31600      1.24e+00    1.15e+00      1.92e-02    4.63e-03      1.73e-01    1.67e-01    4.6e-05
  31700      1.46e+00    1.75e+00      5.55e-03    7.31e-05      2.12e-01    2.55e-01    4.6e-05
  31800      2.55e+00    1.14e+00      1.65e-02    7.11e-03      3.69e-01    1.65e-01    4.6e-05
  31900      1.69e+00    1.10e+00      1.11e-02    4.09e-04      2.45e-01    1.60e-01    4.6e-05
  32000      1.81e+00    1.41e+00      8.38e-03    6.54e-04      2.63e-01    2.05e-01    4.6e-05
  32100      2.94e+00    1.74e+00      3.23e-03    3.68e-03      4.28e-01    2.53e-01    4.6e-05
  32200      1.69e+00    1.22e+00      1.50e-03    5.87e-03      2.46e-01    1.76e-01    4.6e-05
  32300      2.00e+00    2.20e+00      8.91e-03    1.41e-03      2.90e-01    3.20e-01    4.6e-05
  32400      1.92e+00    1.75e+00      1.88e-02    1.77e-02      2.74e-01    2.50e-01    4.6e-05
  32500      1.71e+00    2.13e+00      2.84e-03    2.58e-02      2.49e-01    3.01e-01    4.6e-05
  32600      1.80e+00    1.54e+00      5.74e-03    8.50e-03      2.62e-01    2.24e-01    4.6e-05
  32700      1.35e+00    1.18e+00      5.11e-03    7.79e-03      1.97e-01    1.71e-01    4.6e-05
  32800      2.83e+00    1.17e+00      9.49e-03    5.43e-03      4.11e-01    1.70e-01    4.6e-05
  32900      1.36e+00    1.10e+00      1.10e-03    9.51e-03      1.99e-01    1.58e-01    4.6e-05
  33000      1.97e+00    1.13e+00      2.78e-03    7.63e-03      2.87e-01    1.64e-01    4.6e-05
  33100      2.25e+00    1.88e+00      2.40e-03    4.40e-04      3.28e-01    2.74e-01    4.6e-05
  33200      2.09e+00    3.37e+00      3.25e-03    1.25e-02      3.05e-01    4.90e-01    4.6e-05
  33300      1.98e+00    1.21e+00      3.63e-03    1.91e-02      2.89e-01    1.69e-01    4.6e-05
  33400      1.80e+00    1.59e+00      1.11e-03    1.65e-02      2.62e-01    2.28e-01    4.6e-05
  33500      2.34e+00    1.33e+00      4.06e-03    3.48e-03      3.40e-01    1.93e-01    4.6e-05
  33600      1.49e+00    1.23e+00      2.05e-02    1.49e-02      2.09e-01    1.74e-01    4.6e-05
  33700      2.37e+00    1.10e+00      1.64e-02    8.19e-03      3.42e-01    1.58e-01    4.6e-05
  33800      1.38e+00    1.24e+00      1.88e-02    1.39e-02      1.94e-01    1.76e-01    4.6e-05
  33900      1.45e+00    1.20e+00      9.56e-03    5.14e-03      2.10e-01    1.74e-01    4.6e-05
  34000      1.43e+00    2.38e+00      2.08e-02    3.39e-03      2.00e-01    3.47e-01    4.6e-05
  34100      1.56e+00    1.31e+00      2.13e-03    3.30e-03      2.27e-01    1.90e-01    4.6e-05
  34200      2.09e+00    3.22e+00      4.95e-03    1.20e-02      3.04e-01    4.69e-01    4.6e-05
  34300      1.49e+00    2.11e+00      2.07e-02    1.05e-02      2.09e-01    3.06e-01    4.6e-05
  34400      1.32e+00    2.89e+00      1.69e-03    4.82e-03      1.92e-01    4.21e-01    4.6e-05
  34500      2.08e+00    1.19e+00      1.26e-02    5.48e-03      3.01e-01    1.73e-01    4.6e-05
  34600      2.92e+00    1.16e+00      9.68e-04    2.45e-03      4.26e-01    1.68e-01    4.6e-05
  34700      1.93e+00    1.97e+00      1.72e-03    2.02e-02      2.81e-01    2.82e-01    4.6e-05
  34800      1.32e+00    2.18e+00      9.38e-03    7.86e-03      1.91e-01    3.17e-01    4.6e-05
  34900      1.72e+00    1.16e+00      3.99e-03    3.11e-03      2.51e-01    1.69e-01    4.6e-05
  35000      1.31e+00    1.15e+00      3.42e-03    5.93e-03      1.91e-01    1.66e-01    4.6e-05
  35100      1.50e+00    1.47e+00      5.43e-04    2.26e-03      2.80e-01    2.74e-01    2.8e-05
  35200      1.15e+00    9.17e-01      4.02e-03    1.15e-02      2.14e-01    1.66e-01    2.8e-05
  35300      9.78e-01    2.27e+00      2.46e-03    1.62e-03      1.83e-01    4.25e-01    2.8e-05
  35400      1.09e+00    1.45e+00      1.24e-03    2.80e-03      2.03e-01    2.70e-01    2.8e-05
  35500      1.30e+00    9.46e-01      6.38e-03    9.45e-03      2.42e-01    1.74e-01    2.8e-05
  35600      1.35e+00    8.82e-01      3.68e-03    4.93e-03      2.52e-01    1.64e-01    2.8e-05
  35700      1.69e+00    9.18e-01      1.08e-02    1.42e-02      3.14e-01    1.64e-01    2.8e-05
  35800      1.33e+00    9.31e-01      3.10e-03    8.40e-03      2.48e-01    1.72e-01    2.8e-05
  35900      1.61e+00    8.97e-01      3.19e-03    2.79e-03      3.02e-01    1.67e-01    2.8e-05
  36000      1.04e+00    9.08e-01      5.67e-03    6.73e-03      1.94e-01    1.68e-01    2.8e-05
  36100      1.21e+00    2.27e+00      5.39e-03    2.42e-03      2.25e-01    4.25e-01    2.8e-05
  36200      1.13e+00    1.78e+00      1.97e-03    2.05e-03      2.12e-01    3.33e-01    2.8e-05
  36300      1.09e+00    1.02e+00      9.70e-03    1.83e-02      2.01e-01    1.79e-01    2.8e-05
  36400      1.22e+00    8.99e-01      3.83e-03    1.42e-03      2.28e-01    1.68e-01    2.8e-05
  36500      1.36e+00    9.15e-01      7.59e-03    2.66e-03      2.53e-01    1.71e-01    2.8e-05
  36600      9.48e-01    1.24e+00      1.77e-02    1.18e-02      1.65e-01    2.28e-01    2.8e-05
  36700      1.48e+00    8.98e-01      1.41e-03    1.25e-03      2.77e-01    1.68e-01    2.8e-05
  36800      1.23e+00    1.51e+00      9.93e-03    2.09e-05      2.28e-01    2.83e-01    2.8e-05
  36900      9.02e-01    1.39e+00      2.71e-03    1.61e-02      1.68e-01    2.54e-01    2.8e-05
  37000      1.33e+00    1.07e+00      1.70e-02    4.26e-03      2.40e-01    2.00e-01    2.8e-05
  37100      1.49e+00    9.74e-01      5.58e-03    6.53e-03      2.77e-01    1.81e-01    2.8e-05
  37200      1.28e+00    1.23e+00      1.56e-03    7.82e-03      2.39e-01    2.29e-01    2.8e-05
  37300      1.50e+00    1.62e+00      1.10e-03    3.09e-03      2.81e-01    3.03e-01    2.8e-05
  37400      9.52e-01    1.07e+00      1.91e-02    2.35e-03      1.64e-01    1.99e-01    2.8e-05
  37500      1.67e+00    8.89e-01      2.17e-03    6.00e-03      3.12e-01    1.65e-01    2.8e-05
  37600      9.30e-01    8.59e-01      2.68e-03    4.46e-03      1.74e-01    1.60e-01    2.8e-05
  37700      1.15e+00    8.89e-01      1.83e-03    1.15e-03      2.16e-01    1.66e-01    2.8e-05
  37800      1.08e+00    2.14e+00      8.40e-03    2.11e-04      1.99e-01    3.99e-01    2.8e-05
  37900      9.69e-01    8.92e-01      2.84e-03    1.43e-02      1.81e-01    1.58e-01    2.8e-05
  38000      1.23e+00    8.79e-01      1.45e-02    4.72e-03      2.24e-01    1.64e-01    2.8e-05
  38100      1.91e+00    1.59e+00      3.21e-03    8.40e-04      3.57e-01    2.98e-01    2.8e-05
  38200      1.61e+00    1.85e+00      1.35e-02    1.23e-03      2.97e-01    3.45e-01    2.8e-05
  38300      1.93e+00    1.06e+00      8.00e-03    4.19e-03      3.59e-01    1.97e-01    2.8e-05
  38400      1.50e+00    2.61e+00      2.14e-03    2.29e-03      2.81e-01    4.88e-01    2.8e-05
  38500      1.64e+00    9.42e-01      1.05e-02    3.43e-03      3.04e-01    1.76e-01    2.8e-05
  38600      1.53e+00    2.81e+00      1.22e-02    3.53e-03      2.82e-01    5.25e-01    2.8e-05
  38700      1.71e+00    9.27e-01      7.01e-03    4.56e-03      3.19e-01    1.73e-01    2.8e-05
  38800      1.86e+00    8.88e-01      2.00e-03    6.98e-03      3.48e-01    1.64e-01    2.8e-05
  38900      1.26e+00    8.54e-01      8.76e-03    5.02e-03      2.34e-01    1.59e-01    2.8e-05
  39000      2.01e+00    9.38e-01      3.25e-03    6.68e-03      3.77e-01    1.74e-01    2.8e-05
  39100      1.09e+00    1.68e+00      3.10e-03    1.04e-04      2.03e-01    3.15e-01    2.8e-05
  39200      1.81e+00    1.76e+00      3.95e-03    3.11e-03      3.39e-01    3.30e-01    2.8e-05
  39300      1.54e+00    1.85e+00      8.44e-04    2.81e-03      2.89e-01    3.47e-01    2.8e-05
  39400      1.27e+00    8.61e-01      3.56e-03    2.29e-03      2.37e-01    1.61e-01    2.8e-05
  39500      1.46e+00    9.40e-01      6.38e-03    1.58e-02      2.73e-01    1.66e-01    2.8e-05
  39600      1.10e+00    1.01e+00      1.93e-03    1.08e-03      2.05e-01    1.89e-01    2.8e-05
  39700      1.02e+00    9.03e-01      2.64e-03    5.96e-04      1.91e-01    1.69e-01    2.8e-05
  39800      9.08e-01    9.20e-01      1.89e-03    4.36e-03      1.70e-01    1.71e-01    2.8e-05
  39900      8.77e-01    8.87e-01      2.87e-03    4.38e-03      1.64e-01    1.65e-01    2.8e-05
  40000      9.06e-01    9.11e-01      1.20e-02    8.14e-03      1.64e-01    1.68e-01    2.8e-05
  40100      1.40e+00    8.70e-01      5.51e-03    3.28e-03      3.33e-01    2.07e-01    1.7e-05
  40200      1.38e+00    9.76e-01      2.08e-03    1.03e-02      3.29e-01    2.28e-01    1.7e-05
  40300      7.40e-01    8.15e-01      9.69e-03    6.34e-03      1.71e-01    1.92e-01    1.7e-05
  40400      7.69e-01    6.82e-01      3.68e-03    4.71e-04      1.83e-01    1.63e-01    1.7e-05
  40500      1.51e+00    7.31e-01      6.72e-03    7.64e-03      3.58e-01    1.71e-01    1.7e-05
  40600      9.02e-01    6.63e-01      7.69e-03    6.83e-03      2.12e-01    1.55e-01    1.7e-05
  40700      7.56e-01    1.09e+00      8.65e-03    3.39e-03      1.76e-01    2.61e-01    1.7e-05
  40800      1.12e+00    2.07e+00      5.22e-03    7.19e-03      2.65e-01    4.94e-01    1.7e-05
  40900      8.68e-01    1.18e+00      1.69e-03    8.06e-03      2.07e-01    2.78e-01    1.7e-05
  41000      9.67e-01    7.87e-01      3.57e-03    1.31e-02      2.31e-01    1.78e-01    1.7e-05
  41100      9.29e-01    9.60e-01      6.58e-03    2.46e-03      2.19e-01    2.29e-01    1.7e-05
  41200      7.50e-01    7.05e-01      2.68e-03    6.85e-03      1.78e-01    1.65e-01    1.7e-05
  41300      1.51e+00    6.96e-01      7.58e-03    6.19e-03      3.59e-01    1.64e-01    1.7e-05
  41400      1.32e+00    6.96e-01      9.79e-03    5.52e-03      3.13e-01    1.64e-01    1.7e-05
  41500      8.96e-01    1.26e+00      1.53e-03    7.09e-03      2.14e-01    2.99e-01    1.7e-05
  41600      9.67e-01    6.49e-01      4.74e-03    3.85e-03      2.30e-01    1.54e-01    1.7e-05
  41700      1.25e+00    6.97e-01      6.44e-03    7.78e-04      2.97e-01    1.66e-01    1.7e-05
  41800      7.80e-01    8.67e-01      3.50e-03    1.40e-03      1.86e-01    2.07e-01    1.7e-05
  41900      7.28e-01    9.76e-01      6.35e-03    6.12e-03      1.71e-01    2.31e-01    1.7e-05
  42000      1.28e+00    1.26e+00      5.12e-04    2.17e-03      3.05e-01    3.00e-01    1.7e-05
  42100      1.26e+00    1.04e+00      3.17e-03    1.86e-03      3.02e-01    2.49e-01    1.7e-05
  42200      1.37e+00    9.53e-01      4.68e-03    3.63e-03      3.25e-01    2.27e-01    1.7e-05
  42300      1.53e+00    6.88e-01      1.74e-03    2.22e-03      3.66e-01    1.64e-01    1.7e-05
  42400      9.34e-01    7.42e-01      9.50e-03    5.03e-04      2.19e-01    1.77e-01    1.7e-05
  42500      7.93e-01    8.70e-01      3.61e-03    5.40e-03      1.89e-01    2.06e-01    1.7e-05
  42600      1.01e+00    1.77e+00      1.55e-03    3.61e-03      2.41e-01    4.23e-01    1.7e-05
  42700      1.05e+00    1.25e+00      4.59e-03    4.12e-03      2.51e-01    2.97e-01    1.7e-05
  42800      8.89e-01    1.38e+00      1.06e-03    2.55e-03      2.12e-01    3.30e-01    1.7e-05
  42900      1.16e+00    7.60e-01      9.44e-03    2.05e-03      2.74e-01    1.81e-01    1.7e-05
  43000      1.50e+00    8.43e-01      1.11e-02    3.87e-03      3.55e-01    2.01e-01    1.7e-05
  43100      1.26e+00    6.94e-01      5.48e-03    2.27e-03      3.01e-01    1.65e-01    1.7e-05
  43200      1.01e+00    2.04e+00      2.70e-03    4.95e-03      2.42e-01    4.88e-01    1.7e-05
  43300      1.08e+00    6.92e-01      2.81e-03    1.36e-04      2.58e-01    1.65e-01    1.7e-05
  43400      1.32e+00    1.45e+00      4.37e-03    2.11e-03      3.13e-01    3.47e-01    1.7e-05
  43500      7.27e-01    2.39e+00      2.22e-03    4.79e-03      1.74e-01    5.70e-01    1.7e-05
  43600      6.82e-01    1.31e+00      5.22e-04    7.71e-03      1.63e-01    3.11e-01    1.7e-05
  43700      1.20e+00    7.60e-01      1.42e-02    7.64e-03      2.80e-01    1.78e-01    1.7e-05
  43800      6.79e-01    7.10e-01      2.14e-03    9.23e-03      1.62e-01    1.64e-01    1.7e-05
  43900      1.15e+00    9.35e-01      5.15e-03    8.32e-03      2.74e-01    2.20e-01    1.7e-05
  44000      7.60e-01    2.01e+00      2.56e-03    5.91e-04      1.81e-01    4.81e-01    1.7e-05
  44100      9.36e-01    1.07e+00      4.26e-03    4.70e-04      2.22e-01    2.56e-01    1.7e-05
  44200      7.24e-01    7.02e-01      5.00e-03    1.10e-03      1.71e-01    1.68e-01    1.7e-05
  44300      1.15e+00    6.85e-01      1.90e-03    9.05e-04      2.75e-01    1.64e-01    1.7e-05
  44400      1.39e+00    6.99e-01      6.41e-03    7.71e-03      3.30e-01    1.63e-01    1.7e-05
  44500      8.42e-01    6.59e-01      1.05e-02    3.20e-04      1.95e-01    1.58e-01    1.7e-05
  44600      1.50e+00    1.70e+00      1.41e-03    1.68e-03      3.58e-01    4.06e-01    1.7e-05
  44700      8.39e-01    9.32e-01      4.81e-03    4.12e-03      1.99e-01    2.22e-01    1.7e-05
  44800      1.21e+00    8.27e-01      2.46e-03    7.68e-03      2.90e-01    1.94e-01    1.7e-05
  44900      7.17e-01    6.45e-01      1.78e-03    4.20e-03      1.71e-01    1.53e-01    1.7e-05
  45000      9.30e-01    1.34e+00      4.76e-03    4.40e-03      2.21e-01    3.20e-01    1.7e-05
  45100      1.09e+00    8.95e-01      4.65e-04    1.83e-03      3.29e-01    2.71e-01    9.9e-06
  45200      6.53e-01    5.86e-01      8.80e-04    4.81e-03      1.98e-01    1.75e-01    9.9e-06
  45300      6.38e-01    1.57e+00      7.32e-04    3.25e-03      1.93e-01    4.76e-01    9.9e-06
  45400      7.85e-01    1.12e+00      3.33e-03    8.44e-04      2.37e-01    3.39e-01    9.9e-06
  45500      9.44e-01    1.39e+00      2.78e-03    1.50e-03      2.85e-01    4.21e-01    9.9e-06
  45600      7.39e-01    1.10e+00      2.60e-03    3.44e-03      2.23e-01    3.33e-01    9.9e-06
  45700      6.50e-01    1.54e+00      4.24e-03    2.69e-03      1.95e-01    4.65e-01    9.9e-06
  45800      9.93e-01    7.56e-01      3.98e-03    2.63e-03      3.00e-01    2.29e-01    9.9e-06
  45900      6.00e-01    1.14e+00      4.07e-03    1.69e-03      1.80e-01    3.47e-01    9.9e-06
  46000      1.13e+00    5.34e-01      1.56e-03    2.18e-03      3.42e-01    1.61e-01    9.9e-06
  46100      9.22e-01    5.09e-01      2.39e-03    1.20e-03      2.79e-01    1.54e-01    9.9e-06
  46200      5.49e-01    5.62e-01      3.03e-03    5.39e-04      1.66e-01    1.70e-01    9.9e-06
  46300      7.45e-01    9.76e-01      1.53e-03    1.89e-03      2.25e-01    2.96e-01    9.9e-06
  46400      9.76e-01    7.61e-01      4.03e-03    7.06e-03      2.94e-01    2.27e-01    9.9e-06
  46500      5.44e-01    5.47e-01      1.44e-03    4.19e-03      1.65e-01    1.64e-01    9.9e-06
  46600      1.08e+00    7.31e-01      5.41e-04    5.04e-03      3.28e-01    2.20e-01    9.9e-06
  46700      7.42e-01    1.24e+00      1.07e-03    6.34e-03      2.25e-01    3.74e-01    9.9e-06
  46800      8.11e-01    5.13e-01      9.18e-03    4.15e-03      2.39e-01    1.53e-01    9.9e-06
  46900      9.79e-01    1.32e+00      2.78e-03    5.05e-03      2.96e-01    3.98e-01    9.9e-06
  47000      1.11e+00    5.13e-01      1.44e-03    2.95e-03      3.35e-01    1.54e-01    9.9e-06
