# Time-averaged data for fix rdf_PO_save
# TimeStep Number-of-rows
# Row c_rdf_PO[1] c_rdf_PO[2] c_rdf_PO[3]
44000 100
77 4.59 1.4797 16.3484
78 4.65 1.67587 17.1025
79 4.71 1.41169 17.7544
80 4.77 1.45422 18.4431
81 4.83 1.5127 19.1775
82 4.89 1.48463 19.9164
83 4.95 1.35263 20.6063
84 5.01 1.51275 21.3965
85 5.07 1.41403 22.153
86 5.13 1.43516 22.9391
87 5.19 1.39144 23.7192
88 5.25 1.47399 24.5648
89 5.31 1.43583 25.4074
90 5.37 1.48679 26.2998
91 5.43 1.54838 27.25
92 5.49 1.37538 28.1127
93 5.55 1.69013 29.1963
94 5.61 1.65771 30.2822
95 5.67 1.73524 31.4433
96 5.73 1.71943 32.6183
97 5.79 1.77257 33.8551
98 5.85 1.73376 35.09
99 5.91 1.62872 36.2741
100 5.97 1.47856 37.3708
68800 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.226478 0.00462963
18 1.05 0 0.00462963
19 1.11 0 0.00462963
20 1.17 0.39726 0.0159722
21 1.23 0.227484 0.0231481
22 1.29 0.140071 0.0280093
23 1.35 1.04755 0.0678241
24 1.41 4.79619 0.266667
25 1.47 10.6233 0.74537
26 1.53 15.2076 1.48773
27 1.59 10.7182 2.05278
28 1.65 7.09868 2.45579
29 1.71 4.91622 2.75556
30 1.77 2.45195 2.91574
31 1.83 1.95897 3.05255
32 1.89 1.67822 3.17755
33 1.95 0.551781 3.2213
34 2.01 1.17054 3.31991
35 2.07 0.883465 3.39884
36 2.13 0.462451 3.44259
37 2.19 0.66663 3.50926
38 2.25 0.434188 3.55509
39 2.31 0.264176 3.58449
40 2.37 0.405195 3.63194
41 2.43 0.402323 3.68148
42 2.49 0.324074 3.72338
43 2.55 0.271443 3.76019
44 2.61 0.291705 3.80162
45 2.67 0.244509 3.83796
46 2.73 0.218981 3.87199
47 2.79 0.196789 3.90394
48 2.85 0.370389 3.96667
49 2.91 0.28581 4.01713
50 2.97 0.319672 4.07593
51 3.03 0.480067 4.16782
52 3.09 0.712732 4.30972
53 3.15 0.609736 4.43588
54 3.21 0.7542 4.59792
55 3.27 0.893922 4.79722
56 3.33 1.06124 5.04259
57 3.39 0.806613 5.23588
58 3.45 1.13418 5.51736
59 3.51 1.32284 5.85718
60 3.57 1.47297 6.24861
61 3.63 1.38846 6.63009
62 3.69 1.72282 7.11921
63 3.75 1.64208 7.60069
64 3.81 1.5846 8.08032
65 3.87 1.67081 8.60208
66 3.93 1.85881 9.20069
67 3.99 1.87236 9.82222
68 4.05 1.73269 10.4148
69 4.11 1.72124 11.0211
70 4.17 1.79913 11.6734
71 4.23 1.74163 12.3231
72 4.29 1.88929 13.0481
73 4.35 1.68677 13.7137
74 4.41 1.64916 14.3824
75 4.47 1.61743 15.0563
76 4.53 1.46663 15.6838
77 4.59 1.57453 16.3755
78 4.65 1.61528 17.1037
79 4.71 1.48632 17.7912
80 4.77 1.39205 18.4516
81 4.83 1.46048 19.162
82 4.89 1.49217 19.906
83 4.95 1.44039 20.6419
84 5.01 1.39236 21.3706
85 5.07 1.3242 22.0803
86 5.13 1.51275 22.9104
87 5.19 1.42977 23.7134
88 5.25 1.5048 24.5782
89 5.31 1.3962 25.3991
90 5.37 1.46256 26.2785
91 5.43 1.57802 27.2486
92 5.49 1.47339 28.1745
93 5.55 1.54942 29.1697
94 5.61 1.68017 30.2722
95 5.67 1.71523 31.422
96 5.73 1.7664 32.6313
97 5.79 1.84324 33.9197
98 5.85 1.81147 35.2123
99 5.91 1.50818 36.3106
100 5.97 1.47743 37.4086
68900 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.0339906 0.000694444
18 1.05 0.171217 0.00462963
19 1.11 0.0630632 0.00625
20 1.17 0.10548 0.00925926
21 1.23 0.33766 0.0199074
22 1.29 0.353675 0.0321759
23 1.35 1.1638 0.0763889
24 1.41 4.34596 0.256481
25 1.47 11.9643 0.79537
26 1.53 15.4138 1.54745
27 1.59 10.6265 2.10741
28 1.65 6.6616 2.48542
29 1.71 4.34878 2.75046
30 1.77 2.38577 2.90625
31 1.83 1.71787 3.02616
32 1.89 1.61364 3.1463
33 1.95 0.887923 3.21667
34 2.01 1.10233 3.30949
35 2.07 0.863142 3.38657
36 2.13 0.536123 3.43727
37 2.19 0.553456 3.49259
38 2.25 0.618656 3.55787
39 2.31 0.339271 3.5956
40 2.37 0.425129 3.64537
41 2.43 0.304703 3.68287
42 2.49 0.206009 3.70949
43 2.55 0.304037 3.75069
44 2.61 0.238032 3.78449
45 2.67 0.317839 3.83171
46 2.73 0.196713 3.86227
47 2.79 0.196903 3.89421
48 2.85 0.313134 3.94722
49 2.91 0.379051 4.01412
50 2.97 0.372705 4.08264
51 3.03 0.556485 4.18912
52 3.09 0.468793 4.28241
53 3.15 0.682804 4.42361
54 3.21 0.836445 4.60324
55 3.27 0.941071 4.81296
56 3.33 1.00763 5.04583
57 3.39 0.902688 5.26204
58 3.45 1.05072 5.52269
59 3.51 1.34057 5.8669
60 3.57 1.41091 6.24167
61 3.63 1.54335 6.66551
62 3.69 1.78644 7.17245
63 3.75 1.43826 7.59398
64 3.81 1.53258 8.05764
65 3.87 1.75686 8.60602
66 3.93 1.74246 9.1669
67 3.99 1.96532 9.81898
68 4.05 1.76328 10.4218
69 4.11 1.71088 11.0241
70 4.17 1.65752 11.6248
71 4.23 1.85355 12.316
72 4.29 1.86362 13.0308
73 4.35 1.73215 13.7139
74 4.41 1.74071 14.4194
75 4.47 1.53757 15.0597
76 4.53 1.49278 15.6981
77 4.59 1.493 16.3537
78 4.65 1.57904 17.0653
79 4.71 1.52555 17.7706
80 4.77 1.4757 18.4704
81 4.83 1.39689 19.1495
82 4.89 1.41158 19.853
83 4.95 1.43833 20.5875
84 5.01 1.43503 21.3382
85 5.07 1.41296 22.0951
86 5.13 1.50586 22.9211
87 5.19 1.42137 23.719
88 5.25 1.42895 24.5398
89 5.31 1.42482 25.3771
90 5.37 1.47401 26.263
91 5.43 1.59647 27.244
92 5.49 1.45268 28.1565
93 5.55 1.56855 29.1634
94 5.61 1.72047 30.2919
95 5.67 1.68562 31.4213
96 5.73 1.84503 32.6838
97 5.79 1.78911 33.9338
98 5.85 1.70132 35.1472
99 5.91 1.52416 36.2567
100 5.97 1.6445 37.4782
69000 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0.0905816 0.00208333
19 1.11 0.279321 0.00925926
20 1.17 0 0.00925926
21 1.23 0.183374 0.0150463
22 1.29 0.493684 0.0321759
23 1.35 1.30958 0.0819444
24 1.41 4.25497 0.258333
25 1.47 11.7547 0.787963
26 1.53 15.2139 1.53056
27 1.59 10.9917 2.10995
28 1.65 6.62257 2.48588
29 1.71 4.26768 2.74606
30 1.77 2.70025 2.92245
31 1.83 1.74386 3.04421
32 1.89 1.56018 3.16042
33 1.95 0.896382 3.23148
34 2.01 1.08272 3.32269
35 2.07 0.722908 3.38727
36 2.13 0.518792 3.43634
37 2.19 0.601909 3.49653
38 2.25 0.627175 3.56273
39 2.31 0.307947 3.59699
40 2.37 0.509982 3.65671
41 2.43 0.265095 3.68935
42 2.49 0.209538 3.71644
43 2.55 0.262946 3.75208
44 2.61 0.237941 3.78588
45 2.67 0.241405 3.82176
46 2.73 0.165365 3.84745
47 2.79 0.205392 3.88079
48 2.85 0.333513 3.93727
49 2.91 0.437938 4.01458
50 2.97 0.280681 4.0662
51 3.03 0.536939 4.16898
52 3.09 0.584932 4.28542
53 3.15 0.763117 4.44329
54 3.21 0.898665 4.63634
55 3.27 0.896079 4.83611
56 3.33 0.878115 5.03912
57 3.39 0.924617 5.26065
58 3.45 1.18745 5.55532
59 3.51 1.30137 5.88958
60 3.57 1.50275 6.28889
61 3.63 1.39283 6.67153
62 3.69 1.65449 7.1412
63 3.75 1.4741 7.57338
64 3.81 1.63071 8.0669
65 3.87 1.69916 8.59745
66 3.93 1.75407 9.16227
67 3.99 1.91722 9.79861
68 4.05 1.89262 10.4458
69 4.11 1.53675 10.987
70 4.17 1.74444 11.6194
71 4.23 1.80634 12.2933
72 4.29 1.94379 13.0391
73 4.35 1.57372 13.66
74 4.41 1.84456 14.4079
75 4.47 1.53815 15.0486
76 4.53 1.52637 15.7016
77 4.59 1.48301 16.353
78 4.65 1.55178 17.0525
79 4.71 1.59957 17.7924
80 4.77 1.40785 18.4602
81 4.83 1.36878 19.1259
82 4.89 1.41108 19.8294
83 4.95 1.40431 20.5468
84 5.01 1.50665 21.3352
85 5.07 1.42195 22.0972
86 5.13 1.53321 22.9384
87 5.19 1.35695 23.7005
88 5.25 1.29511 24.4447
89 5.31 1.43731 25.2896
90 5.37 1.69376 26.3079
91 5.43 1.52095 27.2428
92 5.49 1.38771 28.1148
93 5.55 1.67722 29.1919
94 5.61 1.65884 30.2803
95 5.67 1.7085 31.4255
96 5.73 1.83932 32.6845
97 5.79 1.73748 33.8988
98 5.85 1.59753 35.0387
99 5.91 1.68767 36.2676
100 5.97 1.55857 37.4257
69100 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0.050697 0.00115741
19 1.11 0.316962 0.00925926
20 1.17 0 0.00925926
21 1.23 0.103412 0.0125
22 1.29 0.382233 0.0256944
23 1.35 1.14504 0.0689815
24 1.41 4.38503 0.249769
25 1.47 10.8566 0.736343
26 1.53 15.7023 1.49861
27 1.59 10.7334 2.06134
28 1.65 6.9943 2.45625
29 1.71 5.17253 2.76991
30 1.77 2.60111 2.93889
31 1.83 1.84639 3.06713
32 1.89 1.2625 3.16065
33 1.95 0.874741 3.22963
34 2.01 1.29308 3.33796
35 2.07 0.755515 3.40509
36 2.13 0.44775 3.44722
37 2.19 0.679656 3.51481
38 2.25 0.398999 3.55671
39 2.31 0.466612 3.60833
40 2.37 0.280021 3.64097
41 2.43 0.395231 3.68935
42 2.49 0.360143 3.73565
43 2.55 0.175046 3.75926
44 2.61 0.0933889 3.77245
45 2.67 0.302233 3.81713
46 2.73 0.179764 3.84491
47 2.79 0.259555 3.88681
48 2.85 0.235004 3.92639
49 2.91 0.430964 4.00208
50 2.97 0.311351 4.05903
51 3.03 0.53264 4.16042
52 3.09 0.665121 4.29213
53 3.15 0.722327 4.44074
54 3.21 0.956612 4.64514
55 3.27 0.85914 4.83565
56 3.33 0.898033 5.04213
57 3.39 0.99959 5.28032
58 3.45 1.13287 5.55995
59 3.51 1.32017 5.89722
60 3.57 1.40835 6.26944
61 3.63 1.46987 6.67106
62 3.69 1.63563 7.13287
63 3.75 1.56226 7.58843
64 3.81 1.50879 8.04259
65 3.87 1.84924 8.6169
66 3.93 1.78822 9.18958
67 3.99 1.97593 9.8419
68 4.05 1.6843 10.4148
69 4.11 1.61243 10.9796
70 4.17 1.80775 11.6315
71 4.23 1.8338 12.3118
72 4.29 1.95244 13.0569
73 4.35 1.54863 13.6646
74 4.41 1.71963 14.3581
75 4.47 1.55929 15.0042
76 4.53 1.62597 15.6961
77 4.59 1.62837 16.4074
78 4.65 1.54879 17.1019
79 4.71 1.62284 17.8484
80 4.77 1.43019 18.5231
81 4.83 1.31639 19.16
82 4.89 1.34962 19.8292
83 4.95 1.39133 20.5361
84 5.01 1.40585 21.2678
85 5.07 1.56213 22.1005
86 5.13 1.64758 22.9995
87 5.19 1.31832 23.7359
88 5.25 1.24699 24.4486
89 5.31 1.44628 25.2942
90 5.37 1.74235 26.3361
91 5.43 1.46942 27.2345
92 5.49 1.43854 28.1336
93 5.55 1.66241 29.1954
94 5.61 1.62909 30.2586
95 5.67 1.70497 31.3951
96 5.73 1.94276 32.7178
97 5.79 1.66224 33.8734
98 5.85 1.65717 35.0493
99 5.91 1.73797 36.3081
100 5.97 1.69078 37.5576
69200 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.011374 0.000231481
18 1.05 0.20215 0.00486111
19 1.11 0.244142 0.0111111
20 1.17 0.130147 0.0148148
21 1.23 0.235828 0.0222222
22 1.29 0.314726 0.0331019
23 1.35 0.90503 0.0673611
24 1.41 3.86818 0.227083
25 1.47 11.924 0.762269
26 1.53 15.5637 1.51898
27 1.59 9.86249 2.03681
28 1.65 7.34402 2.45208
29 1.71 4.89024 2.74907
30 1.77 2.78923 2.93056
31 1.83 1.77713 3.05417
32 1.89 1.44769 3.16157
33 1.95 0.762204 3.22176
34 2.01 1.28836 3.32986
35 2.07 0.790707 3.40023
36 2.13 0.552752 3.45231
37 2.19 0.594949 3.51157
38 2.25 0.446922 3.55856
39 2.31 0.40939 3.60394
40 2.37 0.265871 3.63495
41 2.43 0.415348 3.68588
42 2.49 0.343349 3.73009
43 2.55 0.195407 3.75648
44 2.61 0.176655 3.78148
45 2.67 0.337758 3.83148
46 2.73 0.20037 3.8625
47 2.79 0.1475 3.88634
48 2.85 0.29092 3.93542
49 2.91 0.311948 3.99028
50 2.97 0.441011 4.07106
51 3.03 0.583924 4.18241
52 3.09 0.541693 4.28981
53 3.15 0.785189 4.45162
54 3.21 0.810235 4.625
55 3.27 0.92459 4.83032
56 3.33 0.902708 5.03819
57 3.39 1.12694 5.30718
58 3.45 1.06856 5.5713
59 3.51 1.37331 5.92269
60 3.57 1.20082 6.24051
61 3.63 1.46096 6.64028
62 3.69 1.64047 7.10417
63 3.75 1.54564 7.55556
64 3.81 1.70835 8.0706
65 3.87 1.7639 8.61921
66 3.93 1.9435 9.24259
67 3.99 1.73571 9.81644
68 4.05 1.65882 10.3815
69 4.11 1.67929 10.9706
70 4.17 1.69031 11.581
71 4.23 2.03076 12.3356
72 4.29 1.91448 13.0674
73 4.35 1.71296 13.7405
74 4.41 1.57039 14.3748
75 4.47 1.54694 15.0167
76 4.53 1.53721 15.6718
77 4.59 1.76223 16.4428
78 4.65 1.51256 17.122
79 4.71 1.50737 17.8164
80 4.77 1.4853 18.5183
81 4.83 1.30825 19.1521
82 4.89 1.36528 19.8301
83 4.95 1.28194 20.4824
84 5.01 1.55469 21.2928
85 5.07 1.44317 22.0632
86 5.13 1.69629 22.9903
87 5.19 1.31799 23.7275
88 5.25 1.31346 24.4794
89 5.31 1.4548 25.3313
90 5.37 1.47395 26.2139
91 5.43 1.56539 27.1725
92 5.49 1.5713 28.156
93 5.55 1.50726 29.1201
94 5.61 1.60577 30.1697
95 5.67 1.73396 31.3273
96 5.73 1.96358 32.6662
97 5.79 1.73527 33.8743
98 5.85 1.66337 35.0565
99 5.91 1.77656 36.3451
100 5.97 1.57908 37.5139
69300 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.227862 0.00462963
18 1.05 0.141777 0.00787037
19 1.11 0.235671 0.0138889
20 1.17 0.114192 0.0171296
21 1.23 0.265789 0.025463
22 1.29 0.214725 0.0328704
23 1.35 1.17051 0.0770833
24 1.41 4.51117 0.262963
25 1.47 12.2537 0.811806
26 1.53 15.186 1.54861
27 1.59 9.48506 2.0456
28 1.65 6.57575 2.41667
29 1.71 5.38945 2.74329
30 1.77 2.86269 2.92917
31 1.83 1.64418 3.04329
32 1.89 1.71346 3.17014
33 1.95 0.581532 3.21597
34 2.01 1.46251 3.33843
35 2.07 0.727161 3.40301
36 2.13 0.504706 3.45046
37 2.19 0.491354 3.49931
38 2.25 0.525064 3.5544
39 2.31 0.328622 3.59074
40 2.37 0.28436 3.62384
41 2.43 0.368839 3.66898
42 2.49 0.390925 3.71921
43 2.55 0.228461 3.75
44 2.61 0.249229 3.78519
45 2.67 0.310224 3.83102
46 2.73 0.245792 3.86898
47 2.79 0.185109 3.89884
48 2.85 0.301161 3.94954
49 2.91 0.31525 4.00486
50 2.97 0.435568 4.08449
51 3.03 0.59369 4.19745
52 3.09 0.552168 4.30671
53 3.15 0.619072 4.43403
54 3.21 0.842285 4.61389
55 3.27 1.02576 4.8412
56 3.33 0.889452 5.0456
57 3.39 1.02144 5.28889
58 3.45 1.08856 5.55741
59 3.51 1.34995 5.90208
60 3.57 1.24012 6.22963
61 3.63 1.5156 6.64352
62 3.69 1.6177 7.1
63 3.75 1.54804 7.55116
64 3.81 1.68354 8.05764
65 3.87 1.69813 8.58472
66 3.93 1.89834 9.19236
67 3.99 1.75125 9.77014
68 4.05 1.71879 10.3544
69 4.11 1.72114 10.9569
70 4.17 1.8391 11.6197
71 4.23 1.89456 12.3222
72 4.29 1.97608 13.0759
73 4.35 1.72777 13.7535
74 4.41 1.51563 14.3644
75 4.47 1.50487 14.9875
76 4.53 1.66126 15.694
77 4.59 1.68219 16.4285
78 4.65 1.43504 17.0715
79 4.71 1.47623 17.7502
80 4.77 1.56996 18.4905
81 4.83 1.27023 19.1046
82 4.89 1.34577 19.7715
83 4.95 1.42815 20.4968
84 5.01 1.53396 21.2947
85 5.07 1.35576 22.0169
86 5.13 1.61575 22.8981
87 5.19 1.35766 23.656
88 5.25 1.3823 24.4456
89 5.31 1.43486 25.284
90 5.37 1.53814 26.2032
91 5.43 1.53841 27.1433
92 5.49 1.56868 28.1231
93 5.55 1.47628 29.0655
94 5.61 1.66805 30.1535
95 5.67 1.75664 31.3238
96 5.73 1.83125 32.5699
97 5.79 1.8665 33.8667
98 5.85 1.58461 34.9905
99 5.91 1.77388 36.2745
100 5.97 1.5648 37.4303
69400 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.227009 0.00462963
18 1.05 0 0.00462963
19 1.11 0.189657 0.00949074
20 1.17 0.178798 0.0145833
21 1.23 0.360425 0.0259259
22 1.29 0.240621 0.0342593
23 1.35 1.544 0.0928241
24 1.41 4.46102 0.277315
25 1.47 12.0848 0.820602
26 1.53 14.1207 1.50833
27 1.59 10.5677 2.06412
28 1.65 7.22942 2.47361
29 1.71 4.40675 2.74167
30 1.77 2.90532 2.93102
31 1.83 1.77731 3.05486
32 1.89 1.64813 3.17731
33 1.95 0.59977 3.22477
34 2.01 1.35525 3.33866
35 2.07 0.669884 3.39838
36 2.13 0.367997 3.4331
37 2.19 0.582362 3.4912
38 2.25 0.549365 3.54907
39 2.31 0.414931 3.59514
40 2.37 0.223861 3.6213
41 2.43 0.405212 3.67106
42 2.49 0.349948 3.7162
43 2.55 0.188198 3.74167
44 2.61 0.330062 3.78843
45 2.67 0.215396 3.82037
46 2.73 0.285137 3.86458
47 2.79 0.318712 3.9162
48 2.85 0.346615 3.97477
49 2.91 0.415193 4.04792
50 2.97 0.321687 4.10694
51 3.03 0.464307 4.1956
52 3.09 0.59216 4.31319
53 3.15 0.630129 4.44329
54 3.21 0.899496 4.63611
55 3.27 0.884629 4.83287
56 3.33 0.876089 5.03495
57 3.39 1.00616 5.27546
58 3.45 0.966676 5.51481
59 3.51 1.29788 5.84745
60 3.57 1.42221 6.22454
61 3.63 1.47541 6.62894
62 3.69 1.61485 7.08634
63 3.75 1.65146 7.56944
64 3.81 1.59219 8.05023
65 3.87 1.72002 8.58611
66 3.93 1.77521 9.15648
67 3.99 1.79718 9.75162
68 4.05 1.67497 10.3231
69 4.11 1.90636 10.9931
70 4.17 1.8097 11.6477
71 4.23 1.87388 12.3451
72 4.29 1.75599 13.0174
73 4.35 1.76416 13.7118
74 4.41 1.51275 14.3238
75 4.47 1.63012 15.0014
76 4.53 1.65608 15.7083
77 4.59 1.62898 16.4222
78 4.65 1.45227 17.0755
79 4.71 1.42714 17.734
80 4.77 1.51418 18.4507
81 4.83 1.36704 19.1141
82 4.89 1.35696 19.7891
83 4.95 1.45063 20.5285
84 5.01 1.43556 21.278
85 5.07 1.41687 22.0356
86 5.13 1.43805 22.8229
87 5.19 1.41745 23.6171
88 5.25 1.4114 24.4264
89 5.31 1.53995 25.3296
90 5.37 1.51191 26.2366
91 5.43 1.55534 27.1905
92 5.49 1.47567 28.1157
93 5.55 1.48918 29.0699
94 5.61 1.74626 30.2132
95 5.67 1.77981 31.4035
96 5.73 1.7946 32.6292
97 5.79 1.79019 33.8775
98 5.85 1.59129 35.0104
99 5.91 1.73865 36.2736
100 5.97 1.56708 37.4354
69500 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.226391 0.00462963
18 1.05 0 0.00462963
19 1.11 0.180099 0.00925926
20 1.17 0.162105 0.0138889
21 1.23 0.330069 0.0243056
22 1.29 0.23333 0.0324074
23 1.35 1.34541 0.0835648
24 1.41 4.21384 0.258333
25 1.47 11.7178 0.786574
26 1.53 15.3963 1.53843
27 1.59 10.328 2.0831
28 1.65 6.86754 2.47315
29 1.71 4.66773 2.75787
30 1.77 3.14519 2.96343
31 1.83 1.66013 3.0794
32 1.89 1.18045 3.16736
33 1.95 0.738356 3.22593
34 2.01 1.20023 3.32708
35 2.07 0.725204 3.3919
36 2.13 0.396273 3.4294
37 2.19 0.557624 3.48519
38 2.25 0.539199 3.54213
39 2.31 0.48665 3.5963
40 2.37 0.278537 3.62894
41 2.43 0.259338 3.66088
42 2.49 0.377645 3.70972
43 2.55 0.220172 3.73958
44 2.61 0.377973 3.79329
45 2.67 0.207029 3.82407
46 2.73 0.35587 3.8794
47 2.79 0.340745 3.93472
48 2.85 0.348372 3.99375
49 2.91 0.412784 4.06667
50 2.97 0.329629 4.12731
51 3.03 0.396466 4.20324
52 3.09 0.402109 4.28333
53 3.15 0.78626 4.44606
54 3.21 0.947725 4.64977
55 3.27 0.847906 4.83889
56 3.33 0.807665 5.02569
57 3.39 0.919257 5.24606
58 3.45 0.95008 5.48194
59 3.51 1.27907 5.81065
60 3.57 1.40183 6.18333
61 3.63 1.49322 6.59375
62 3.69 1.61867 7.05347
63 3.75 1.65085 7.53773
64 3.81 1.55116 8.00741
65 3.87 1.83101 8.5794
66 3.93 1.87606 9.1838
67 3.99 1.76219 9.76898
68 4.05 1.70833 10.3535
69 4.11 1.82503 10.9965
70 4.17 1.83795 11.6632
71 4.23 1.88925 12.3683
72 4.29 1.66063 13.0058
73 4.35 1.70307 13.678
74 4.41 1.64059 14.3435
75 4.47 1.71066 15.0565
76 4.53 1.53093 15.7118
77 4.59 1.46173 16.3542
78 4.65 1.63621 17.0921
79 4.71 1.37471 17.7282
80 4.77 1.52558 18.4523
81 4.83 1.30437 19.087
82 4.89 1.37654 19.7736
83 4.95 1.4339 20.5065
84 5.01 1.37241 21.225
85 5.07 1.45967 22.0076
86 5.13 1.49405 22.8278
87 5.19 1.38555 23.6062
88 5.25 1.41125 24.4176
89 5.31 1.53178 25.3185
90 5.37 1.48437 26.2113
91 5.43 1.64478 27.2229
92 5.49 1.41681 28.1137
93 5.55 1.5251 29.0935
94 5.61 1.72002 30.2227
95 5.67 1.63347 31.3181
96 5.73 1.91277 32.628
97 5.79 1.77031 33.866
98 5.85 1.61983 35.0222
99 5.91 1.59969 36.1877
100 5.97 1.60829 37.3833
69600 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0.22724 0.00462963
18 1.05 0 0.00462963
19 1.11 0.180774 0.00925926
20 1.17 0.0406182 0.0104167
21 1.23 0.552161 0.0277778
22 1.29 0.133854 0.0324074
23 1.35 1.35682 0.0837963
24 1.41 3.68635 0.236111
25 1.47 12.1376 0.78125
26 1.53 15.0977 1.51574
27 1.59 10.8196 2.08426
28 1.65 6.79965 2.46898
29 1.71 4.55951 2.74606
30 1.77 3.19972 2.9544
31 1.83 1.63302 3.06806
32 1.89 1.40331 3.17222
33 1.95 0.694269 3.22708
34 2.01 0.882164 3.30116
35 2.07 0.974785 3.38796
36 2.13 0.572097 3.4419
37 2.19 0.420293 3.4838
38 2.25 0.530326 3.53958
39 2.31 0.436148 3.58796
40 2.37 0.323308 3.62569
41 2.43 0.224509 3.65324
42 2.49 0.267633 3.68773
43 2.55 0.28603 3.72639
44 2.61 0.438213 3.78843
45 2.67 0.273555 3.82894
46 2.73 0.369137 3.88611
47 2.79 0.394976 3.95
48 2.85 0.283857 3.99792
49 2.91 0.328808 4.05579
50 2.97 0.444561 4.13727
51 3.03 0.336028 4.20139
52 3.09 0.447996 4.29028
53 3.15 0.665671 4.42755
54 3.21 0.930809 4.62685
55 3.27 0.8343 4.81227
56 3.33 0.96938 5.03565
57 3.39 0.977195 5.26898
58 3.45 0.811293 5.46968
59 3.51 1.25217 5.79028
60 3.57 1.40808 6.16319
61 3.63 1.47846 6.56806
62 3.69 1.68283 7.04421
63 3.75 1.48518 7.47824
64 3.81 1.70507 7.99259
65 3.87 1.88546 8.5794
66 3.93 1.88373 9.18403
67 3.99 1.77796 9.77222
68 4.05 1.77922 10.3787
69 4.11 1.84781 11.0273
70 4.17 1.71933 11.6486
71 4.23 1.92238 12.3634
72 4.29 1.68378 13.0074
73 4.35 1.70018 13.6759
74 4.41 1.6414 14.3394
75 4.47 1.65694 15.0273
76 4.53 1.60246 15.7106
77 4.59 1.48246 16.3597
78 4.65 1.60886 17.0826
79 4.71 1.40392 17.7299
80 4.77 1.38411 18.3843
81 4.83 1.3383 19.0331
82 4.89 1.34727 19.7025
83 4.95 1.46787 20.45
84 5.01 1.40505 21.1829
85 5.07 1.43958 21.9519
86 5.13 1.52545 22.7861
87 5.19 1.46481 23.606
88 5.25 1.42014 24.4194
89 5.31 1.52063 25.3104
90 5.37 1.50845 26.2144
91 5.43 1.62104 27.2076
92 5.49 1.33683 28.0449
93 5.55 1.67253 29.1155
94 5.61 1.52017 30.1097
95 5.67 1.79271 31.3074
96 5.73 1.82828 32.5549
97 5.79 1.71787 33.7516
98 5.85 1.69843 34.9595
