# Time-averaged data for fix rdf_PO_save
# TimeStep Number-of-rows
# Row c_rdf_PO[1] c_rdf_PO[2] c_rdf_PO[3]
44000 100
57 3.39 0.995684 5.10602
58 3.45 1.1216 5.38449
59 3.51 1.38014 5.73912
60 3.57 1.43505 6.1206
61 3.63 1.84865 6.6287
62 3.69 2.15339 7.24028
63 3.75 2.05037 7.84167
64 3.81 2.1704 8.49884
65 3.87 2.34464 9.23125
66 3.93 1.97964 9.86898
67 3.99 2.33182 10.6433
68 4.05 1.87965 11.2863
69 4.11 2.07808 12.0185
70 4.17 2.22422 12.8252
71 4.23 1.87869 13.5264
72 4.29 1.99791 14.2933
73 4.35 1.92422 15.0528
74 4.41 1.78447 15.7766
75 4.47 1.68741 16.4799
76 4.53 1.60192 17.1655
77 4.59 1.37803 17.7711
78 4.65 1.52134 18.4572
79 4.71 1.49186 19.1475
80 4.77 1.45695 19.8389
81 4.83 1.64842 20.641
82 4.89 1.55433 21.4162
83 4.95 1.07705 21.9667
84 5.01 1.16288 22.5755
85 5.07 1.1843 23.2104
86 5.13 1.11247 23.8211
87 5.19 1.372 24.5919
88 5.25 1.3952 25.394
89 5.31 1.66303 26.372
90 5.37 1.37665 27.2
91 5.43 1.67382 28.2294
92 5.49 1.55576 29.2074
93 5.55 1.81446 30.3731
94 5.61 1.99699 31.684
95 5.67 2.06784 33.0706
96 5.73 2.11729 34.5206
97 5.79 2.06248 35.9627
98 5.85 1.9717 37.3701
99 5.91 2.08697 38.8905
100 5.97 1.93498 40.3289
53300 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.324182 0.00925926
21 1.23 0.036685 0.0104167
22 1.29 0.540006 0.0291667
23 1.35 1.29674 0.0784722
24 1.41 3.21461 0.211806
25 1.47 12.8723 0.79213
26 1.53 17.9398 1.66829
27 1.59 13.8909 2.40093
28 1.65 7.96744 2.85347
29 1.71 4.67105 3.13843
30 1.77 2.79793 3.3213
31 1.83 1.95812 3.4581
32 1.89 1.67738 3.5831
33 1.95 0.828716 3.64884
34 2.01 0.801987 3.71644
35 2.07 0.313308 3.74444
36 2.13 0.391323 3.78148
37 2.19 0.282249 3.80972
38 2.25 0.120558 3.82245
39 2.31 0.176726 3.84213
40 2.37 0.167926 3.86181
41 2.43 0.124035 3.87708
42 2.49 0.0483115 3.88333
43 2.55 0.127992 3.90069
44 2.61 0.0423548 3.90671
45 2.67 0.0669327 3.91667
46 2.73 0.0938002 3.93125
47 2.79 0.233772 3.96921
48 2.85 0.12159 3.98981
49 2.91 0.15068 4.01644
50 2.97 0.270469 4.0662
51 3.03 0.39523 4.1419
52 3.09 0.269619 4.1956
53 3.15 0.541248 4.30764
54 3.21 0.685972 4.45509
55 3.27 0.839533 4.64236
56 3.33 0.870587 4.84375
57 3.39 1.00517 5.08472
58 3.45 1.12153 5.36319
59 3.51 1.2285 5.67894
60 3.57 1.48799 6.07454
61 3.63 2.04973 6.63796
62 3.69 2.10747 7.23657
63 3.75 2.0966 7.85162
64 3.81 2.14191 8.50023
65 3.87 2.33758 9.23056
66 3.93 2.16618 9.92847
67 3.99 2.17257 10.65
68 4.05 1.81373 11.2706
69 4.11 2.02523 11.9843
70 4.17 2.17031 12.7715
71 4.23 2.07259 13.5451
72 4.29 1.84563 14.2537
73 4.35 1.9381 15.0188
74 4.41 1.76078 15.7331
75 4.47 1.81493 16.4896
76 4.53 1.62331 17.1845
77 4.59 1.42211 17.8095
78 4.65 1.28449 18.3889
79 4.71 1.55717 19.1095
80 4.77 1.43431 19.7903
81 4.83 1.57728 20.5579
82 4.89 1.47523 21.2937
83 4.95 1.24814 21.9317
84 5.01 1.13706 22.5271
85 5.07 1.13061 23.1333
86 5.13 1.20508 23.7949
87 5.19 1.33722 24.5463
88 5.25 1.49044 25.4032
89 5.31 1.48014 26.2738
90 5.37 1.49267 27.1718
91 5.43 1.61564 28.1655
92 5.49 1.5419 29.135
93 5.55 1.86538 30.3336
94 5.61 1.89974 31.5808
95 5.67 2.13553 33.013
96 5.73 2.30296 34.5903
97 5.79 2.01813 36.0016
98 5.85 1.9643 37.4039
99 5.91 1.94623 38.822
100 5.97 1.81919 40.1745
53400 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.324408 0.00925926
21 1.23 0 0.00925926
22 1.29 0.413651 0.0236111
23 1.35 1.40116 0.0768519
24 1.41 3.3508 0.215741
25 1.47 13.2923 0.814583
26 1.53 17.3786 1.66273
27 1.59 14.6426 2.43449
28 1.65 8.15258 2.89722
29 1.71 4.34778 3.16227
30 1.77 2.36748 3.3169
31 1.83 2.24464 3.47361
32 1.89 1.27446 3.56852
33 1.95 1.00742 3.64838
34 2.01 0.775039 3.71366
35 2.07 0.362789 3.74606
36 2.13 0.526197 3.79583
37 2.19 0.166694 3.8125
38 2.25 0.100893 3.82315
39 2.31 0.122773 3.83681
40 2.37 0.0850069 3.84676
41 2.43 0.090264 3.85787
42 2.49 0.121781 3.87361
43 2.55 0.17418 3.89722
44 2.61 0.0978015 3.91111
45 2.67 0.0436136 3.91759
46 2.73 0.0804541 3.93009
47 2.79 0.121254 3.94977
48 2.85 0.113468 3.96898
49 2.91 0.212427 4.00648
50 2.97 0.328557 4.0669
51 3.03 0.28181 4.12083
52 3.09 0.362846 4.19306
53 3.15 0.408469 4.27755
54 3.21 0.613179 4.40926
55 3.27 0.9315 4.6169
56 3.33 0.871201 4.81829
57 3.39 1.0793 5.07685
58 3.45 1.0113 5.32778
59 3.51 1.26994 5.65394
60 3.57 1.58832 6.07593
61 3.63 2.07896 6.64699
62 3.69 2.14319 7.25532
63 3.75 2.03726 7.85255
64 3.81 2.23139 8.52778
65 3.87 2.26654 9.23542
66 3.93 2.16192 9.93148
67 3.99 2.12459 10.6366
68 4.05 1.99237 11.3178
69 4.11 1.99313 12.0197
70 4.17 2.11499 12.7863
71 4.23 1.80408 13.4593
72 4.29 2.13107 14.2769
73 4.35 1.90309 15.0275
74 4.41 1.71063 15.7211
75 4.47 1.76727 16.4572
76 4.53 1.59523 17.1396
77 4.59 1.4194 17.763
78 4.65 1.42716 18.4063
79 4.71 1.55672 19.1262
80 4.77 1.36798 19.775
81 4.83 1.58743 20.547
82 4.89 1.34532 21.2176
83 4.95 1.23631 21.8491
84 5.01 1.26262 22.5097
85 5.07 1.17848 23.1412
86 5.13 1.21985 23.8104
87 5.19 1.24705 24.5106
88 5.25 1.47937 25.3606
89 5.31 1.5375 26.2644
90 5.37 1.43363 27.1262
91 5.43 1.66274 28.1481
92 5.49 1.54776 29.1206
93 5.55 1.88903 30.3336
94 5.61 1.93035 31.6
95 5.67 2.13978 33.034
96 5.73 2.24165 34.5683
97 5.79 2.03114 35.9877
98 5.85 1.91636 37.3549
99 5.91 2.01435 38.8215
100 5.97 1.80582 40.1632
53500 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.227022 0.00648148
21 1.23 0.08801 0.00925926
22 1.29 0.526873 0.0275463
23 1.35 1.25448 0.0752315
24 1.41 3.40537 0.216435
25 1.47 12.4913 0.779398
26 1.53 18.3015 1.67292
27 1.59 13.9524 2.40856
28 1.65 8.78551 2.90741
29 1.71 4.55497 3.18519
30 1.77 2.54728 3.35162
31 1.83 1.69697 3.47014
32 1.89 1.1559 3.55625
33 1.95 1.04793 3.63935
34 2.01 0.771975 3.7044
35 2.07 0.65797 3.76319
36 2.13 0.359635 3.79722
37 2.19 0.199039 3.81713
38 2.25 0.0854994 3.82616
39 2.31 0.0811347 3.83519
40 2.37 0.0810226 3.84468
41 2.43 0.0281883 3.84815
42 2.49 0.107416 3.86204
43 2.55 0.124617 3.87894
44 2.61 0.182503 3.90486
45 2.67 0.0700682 3.91528
46 2.73 0.0595663 3.92454
47 2.79 0.125487 3.94491
48 2.85 0.11752 3.96481
49 2.91 0.239876 4.00718
50 2.97 0.203869 4.04468
51 3.03 0.305892 4.10324
52 3.09 0.323174 4.16759
53 3.15 0.391537 4.24861
54 3.21 0.631259 4.38426
55 3.27 1.00383 4.6081
56 3.33 0.988981 4.83681
57 3.39 1.0142 5.07986
58 3.45 0.981076 5.32338
59 3.51 1.41904 5.68796
60 3.57 1.70879 6.14213
61 3.63 1.88781 6.66088
62 3.69 2.15953 7.27407
63 3.75 2.07044 7.88125
64 3.81 2.21684 8.55231
65 3.87 1.9344 9.15648
66 3.93 2.40834 9.93218
67 3.99 2.05338 10.6139
68 4.05 2.10464 11.3338
69 4.11 2.13237 12.085
70 4.17 1.98464 12.8046
71 4.23 1.76681 13.4639
72 4.29 2.01993 14.2391
73 4.35 1.91586 14.9951
74 4.41 1.89721 15.7646
75 4.47 1.57663 16.4215
76 4.53 1.62279 17.116
77 4.59 1.4099 17.7354
78 4.65 1.56937 18.4431
79 4.71 1.46357 19.1201
80 4.77 1.37674 19.7734
81 4.83 1.52786 20.5167
82 4.89 1.35735 21.1935
83 4.95 1.27161 21.8433
84 5.01 1.25819 22.5019
85 5.07 1.21475 23.153
86 5.13 1.16289 23.7912
87 5.19 1.3632 24.5569
88 5.25 1.43655 25.3826
89 5.31 1.58496 26.3146
90 5.37 1.40615 27.1602
91 5.43 1.55034 28.1134
92 5.49 1.75967 29.2194
93 5.55 1.85951 30.4139
94 5.61 1.90599 31.6648
95 5.67 2.13729 33.0977
96 5.73 2.1215 34.5502
97 5.79 1.96747 35.9257
98 5.85 2.01327 37.3625
99 5.91 2.01043 38.8269
100 5.97 1.82696 40.1847
53600 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.161945 0.00462963
21 1.23 0.183133 0.0104167
22 1.29 0.619496 0.0319444
23 1.35 1.09482 0.0736111
24 1.41 3.61851 0.223843
25 1.47 11.7428 0.753704
26 1.53 17.3984 1.60417
27 1.59 15.088 2.40069
28 1.65 8.59565 2.88935
29 1.71 4.8639 3.18634
30 1.77 2.47344 3.34815
31 1.83 1.43993 3.44884
32 1.89 1.2476 3.5419
33 1.95 1.02037 3.62292
34 2.01 0.927502 3.70116
35 2.07 0.670068 3.76111
36 2.13 0.373856 3.79653
37 2.19 0.150256 3.81157
38 2.25 0.0897816 3.82106
39 2.31 0.0498765 3.82662
40 2.37 0.134189 3.84236
41 2.43 0.0732283 3.85139
42 2.49 0.0643578 3.85972
43 2.55 0.0937864 3.87245
44 2.61 0.156225 3.89468
45 2.67 0.11041 3.91111
46 2.73 0.0996631 3.92662
47 2.79 0.118211 3.94583
48 2.85 0.174711 3.97546
49 2.91 0.166271 4.00486
50 2.97 0.109365 4.025
51 3.03 0.307914 4.08403
52 3.09 0.4087 4.16551
53 3.15 0.41897 4.25231
54 3.21 0.735925 4.41065
55 3.27 0.920693 4.6162
56 3.33 1.02677 4.85394
57 3.39 0.953148 5.08264
58 3.45 1.04133 5.34144
59 3.51 1.37053 5.69398
60 3.57 1.80495 6.17431
61 3.63 2.01507 6.7287
62 3.69 2.04939 7.31134
63 3.75 1.94097 7.88125
64 3.81 2.00791 8.48981
65 3.87 1.93723 9.0956
66 3.93 2.50729 9.90417
67 3.99 2.2444 10.6502
68 4.05 2.15686 11.3889
69 4.11 2.02016 12.1014
70 4.17 1.87124 12.7808
71 4.23 1.81112 13.4574
72 4.29 1.85717 14.1711
73 4.35 2.06998 14.9889
74 4.41 1.89035 15.7565
75 4.47 1.68948 16.4613
76 4.53 1.43712 17.0771
77 4.59 1.3966 17.6914
78 4.65 1.62845 18.4266
79 4.71 1.53276 19.1366
80 4.77 1.32484 19.766
81 4.83 1.37721 20.4368
82 4.89 1.36177 21.1167
83 4.95 1.46419 21.8657
84 5.01 1.18108 22.4847
85 5.07 1.19295 23.125
86 5.13 1.26383 23.8194
87 5.19 1.25621 24.5259
88 5.25 1.37281 25.316
89 5.31 1.65222 26.2887
90 5.37 1.51747 27.2023
91 5.43 1.48671 28.1176
92 5.49 1.68254 29.1764
93 5.55 1.92125 30.412
94 5.61 1.93645 31.6845
95 5.67 2.01325 33.0359
96 5.73 2.15229 34.5113
97 5.79 1.94255 35.8711
98 5.85 2.04129 37.3296
99 5.91 2.00892 38.7947
100 5.97 1.85767 40.1771
53700 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.161866 0.00462963
21 1.23 0.292925 0.0138889
22 1.29 0.266314 0.0231481
23 1.35 1.24615 0.0706019
24 1.41 3.42176 0.212731
25 1.47 11.8084 0.745833
26 1.53 17.8159 1.61713
27 1.59 13.6608 2.33866
28 1.65 9.12456 2.85764
29 1.71 4.88062 3.15579
30 1.77 2.4225 3.31435
31 1.83 1.78356 3.43912
32 1.89 1.26556 3.53356
33 1.95 1.03158 3.61551
34 2.01 0.962655 3.69676
35 2.07 0.561147 3.74699
36 2.13 0.48115 3.79259
37 2.19 0.182535 3.81088
38 2.25 0.102884 3.82176
39 2.31 0.049851 3.82731
40 2.37 0.0946533 3.83843
41 2.43 0.0807085 3.84838
42 2.49 0.100078 3.86134
43 2.55 0.107361 3.87593
44 2.61 0.154533 3.89792
45 2.67 0.0777193 3.90949
46 2.73 0.148676 3.93264
47 2.79 0.0882587 3.94699
48 2.85 0.188268 3.97894
49 2.91 0.120381 4.00023
50 2.97 0.195994 4.03634
51 3.03 0.211197 4.07685
52 3.09 0.410815 4.1588
53 3.15 0.527119 4.26806
54 3.21 0.742078 4.42778
55 3.27 0.861131 4.62014
56 3.33 1.06722 4.86736
57 3.39 0.896732 5.08264
58 3.45 1.03433 5.33981
59 3.51 1.34371 5.68565
60 3.57 1.79368 6.16319
61 3.63 2.00147 6.71412
62 3.69 2.00361 7.28403
63 3.75 2.07011 7.89213
64 3.81 2.0115 8.50208
65 3.87 1.83635 9.07662
66 3.93 2.49744 9.88241
67 3.99 2.28652 10.6428
68 4.05 2.06322 11.3498
69 4.11 2.12088 12.0981
70 4.17 1.83339 12.7641
71 4.23 1.81639 13.4431
72 4.29 1.98879 14.2076
73 4.35 2.03146 15.0106
74 4.41 1.79308 15.7391
75 4.47 1.63876 16.4231
76 4.53 1.43314 17.0375
77 4.59 1.46908 17.684
78 4.65 1.55284 18.3854
79 4.71 1.64292 19.1468
80 4.77 1.36608 19.7961
81 4.83 1.30148 20.4303
82 4.89 1.23915 21.0493
83 4.95 1.32597 21.728
84 5.01 1.24943 22.3831
85 5.07 1.32561 23.0949
86 5.13 1.25138 23.7829
87 5.19 1.2663 24.4954
88 5.25 1.33715 25.2653
89 5.31 1.62469 26.2222
90 5.37 1.5348 27.1468
91 5.43 1.56268 28.1093
92 5.49 1.65412 29.1507
93 5.55 1.83544 30.3317
94 5.61 1.92945 31.6002
95 5.67 2.13398 33.0333
96 5.73 2.15193 34.5093
97 5.79 2.0745 35.962
98 5.85 1.87545 37.3028
99 5.91 1.94732 38.7236
100 5.97 1.94104 40.1687
53800 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.228368 0.00648148
21 1.23 0.154581 0.0113426
22 1.29 0.342039 0.0231481
23 1.35 1.1631 0.0671296
24 1.41 2.95735 0.18912
25 1.47 12.3196 0.741435
26 1.53 18.2507 1.62778
27 1.59 14.6705 2.39722
28 1.65 8.18771 2.85972
29 1.71 4.63608 3.14097
30 1.77 2.52524 3.30509
31 1.83 1.88557 3.43611
32 1.89 1.14011 3.5206
33 1.95 1.18545 3.61412
34 2.01 1.00541 3.69838
35 2.07 0.505163 3.74329
36 2.13 0.430471 3.7838
37 2.19 0.246474 3.80833
38 2.25 0.0991795 3.81875
39 2.31 0.0920045 3.82894
40 2.37 0.0517619 3.83495
41 2.43 0.177608 3.85671
42 2.49 0.122353 3.87245
43 2.55 0.0755547 3.88264
44 2.61 0.108114 3.89792
45 2.67 0.114183 3.91481
46 2.73 0.0987712 3.93009
47 2.79 0.0917411 3.94491
48 2.85 0.148405 3.96991
49 2.91 0.222719 4.00903
50 2.97 0.208793 4.04722
51 3.03 0.151852 4.07616
52 3.09 0.390358 4.15347
53 3.15 0.657883 4.28889
54 3.21 0.75369 4.45
55 3.27 0.934009 4.65718
56 3.33 0.833114 4.84884
57 3.39 1.02738 5.09375
58 3.45 0.976867 5.33495
59 3.51 1.38299 5.68843
60 3.57 1.84306 6.17569
61 3.63 1.93401 6.7044
62 3.69 1.94304 7.25324
63 3.75 1.95828 7.82454
64 3.81 2.23779 8.49838
65 3.87 1.93061 9.09815
66 3.93 2.28948 9.83171
67 3.99 2.39783 10.6236
68 4.05 2.04287 11.3187
69 4.11 2.14878 12.0718
70 4.17 1.94781 12.7743
71 4.23 1.8248 13.4516
72 4.29 1.96807 14.203
73 4.35 2.07974 15.0194
74 4.41 1.69604 15.7037
75 4.47 1.70565 16.4106
76 4.53 1.40622 17.0093
77 4.59 1.47181 17.6525
78 4.65 1.69009 18.4106
79 4.71 1.55078 19.1243
80 4.77 1.39475 19.7826
81 4.83 1.35183 20.4368
82 4.89 1.22679 21.0454
83 4.95 1.38588 21.7498
84 5.01 1.16914 22.3586
85 5.07 1.29191 23.0475
86 5.13 1.25207 23.731
87 5.19 1.3385 24.4789
88 5.25 1.28255 25.2123
89 5.31 1.67926 26.1944
90 5.37 1.60233 27.153
91 5.43 1.50127 28.0713
92 5.49 1.70907 29.1398
93 5.55 1.81497 30.2995
94 5.61 1.90183 31.5412
95 5.67 2.26273 33.0502
96 5.73 2.08156 34.4681
97 5.79 2.07085 35.9081
98 5.85 2.00236 37.3296
99 5.91 1.94369 38.738
100 5.97 1.78984 40.0613
53900 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.325353 0.00925926
21 1.23 0 0.00925926
22 1.29 0.401472 0.0231481
23 1.35 1.26475 0.0710648
24 1.41 3.39422 0.211343
25 1.47 12.6853 0.78125
26 1.53 18.5045 1.68171
27 1.59 14.7875 2.4588
28 1.65 7.24846 2.86898
29 1.71 4.70247 3.15486
30 1.77 2.3887 3.31042
31 1.83 1.97199 3.44769
32 1.89 1.0319 3.52431
33 1.95 1.09227 3.61065
34 2.01 0.978773 3.69282
35 2.07 0.550936 3.7419
36 2.13 0.466359 3.78588
37 2.19 0.127746 3.79861
38 2.25 0.153887 3.81481
39 2.31 0.0646545 3.82199
40 2.37 0.142816 3.83866
41 2.43 0.148985 3.85694
42 2.49 0.0969539 3.86944
43 2.55 0.0908121 3.88171
44 2.61 0.109547 3.89722
45 2.67 0.0749655 3.90833
46 2.73 0.0358762 3.91389
47 2.79 0.125884 3.93426
48 2.85 0.15497 3.96042
49 2.91 0.247185 4.00394
50 2.97 0.289145 4.05694
51 3.03 0.186693 4.09259
52 3.09 0.31962 4.15602
53 3.15 0.654372 4.29097
54 3.21 0.718754 4.44491
55 3.27 0.899886 4.64491
56 3.33 0.907798 4.85417
57 3.39 1.06977 5.10972
58 3.45 1.11707 5.38611
59 3.51 1.26926 5.71111
60 3.57 1.70576 6.16296
61 3.63 1.70827 6.63079
62 3.69 2.17043 7.24514
63 3.75 1.8136 7.77523
64 3.81 2.12444 8.4162
65 3.87 2.22254 9.1081
66 3.93 2.23956 9.82708
67 3.99 2.37219 10.612
68 4.05 2.15282 11.3461
69 4.11 1.96274 12.0352
70 4.17 2.09747 12.7933
71 4.23 1.80129 13.4632
72 4.29 1.91534 14.1958
73 4.35 1.88556 14.9375
74 4.41 1.76666 15.6516
75 4.47 1.72444 16.3678
76 4.53 1.55592 17.0315
77 4.59 1.42293 17.6546
78 4.65 1.47775 18.3188
79 4.71 1.68576 19.0961
80 4.77 1.38507 19.7512
81 4.83 1.3267 20.3944
82 4.89 1.30829 21.0447
83 4.95 1.3585 21.7366
84 5.01 1.08612 22.3032
85 5.07 1.36266 23.0313
86 5.13 1.22167 23.6995
87 5.19 1.32803 24.4431
88 5.25 1.33491 25.2079
89 5.31 1.71582 26.2134
90 5.37 1.46178 27.0896
91 5.43 1.44059 27.9725
92 5.49 1.78504 29.0907
93 5.55 1.79375 30.2391
94 5.61 1.8913 31.4764
95 5.67 2.25552 32.9836
96 5.73 2.02813 34.3676
97 5.79 2.16188 35.8741
98 5.85 1.94931 37.2606
99 5.91 1.94464 38.6725
100 5.97 1.77077 39.9843
54000 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.324545 0.00925926
21 1.23 0 0.00925926
22 1.29 0.360458 0.0217593
23 1.35 1.34074 0.0726852
24 1.41 3.62044 0.222685
25 1.47 13.2205 0.818056
26 1.53 17.7227 1.68264
27 1.59 14.2973 2.43588
28 1.65 7.36086 2.85347
29 1.71 4.77489 3.14444
30 1.77 2.97135 3.33843
31 1.83 1.73471 3.45949
32 1.89 1.15698 3.5456
33 1.95 0.905512 3.61736
34 2.01 0.912846 3.69421
35 2.07 0.430285 3.73264
36 2.13 0.452934 3.77546
37 2.19 0.085732 3.78403
38 2.25 0.258895 3.81134
39 2.31 0.139486 3.82685
40 2.37 0.156273 3.84514
41 2.43 0.0507822 3.85139
42 2.49 0.102101 3.86458
43 2.55 0.0512378 3.87153
44 2.61 0.10764 3.88681
45 2.67 0.0934782 3.90069
46 2.73 0.096925 3.91574
47 2.79 0.068494 3.92685
48 2.85 0.206523 3.96181
49 2.91 0.182325 3.99398
50 2.97 0.266971 4.04306
51 3.03 0.280736 4.09676
52 3.09 0.283867 4.15324
53 3.15 0.694175 4.29676
54 3.21 0.609075 4.42755
55 3.27 0.843573 4.61551
56 3.33 1.02692 4.85278
57 3.39 1.09129 5.11412
58 3.45 1.19187 5.40972
59 3.51 1.13261 5.70046
60 3.57 1.74404 6.16366
61 3.63 1.57071 6.59491
62 3.69 2.30556 7.24907
63 3.75 1.79327 7.77454
64 3.81 2.12057 8.41597
65 3.87 1.90545 9.01065
66 3.93 2.56141 9.83495
67 3.99 2.24826 10.5808
68 4.05 2.20724 11.3352
69 4.11 1.94531 12.0199
70 4.17 2.08263 12.7745
71 4.23 1.79369 13.4433
72 4.29 1.8271 14.144
73 4.35 1.85281 14.8745
74 4.41 1.77937 15.5956
75 4.47 1.77521 16.3347
76 4.53 1.49198 16.9727
77 4.59 1.5724 17.663
78 4.65 1.46481 18.3229
79 4.71 1.62999 19.0764
80 4.77 1.48572 19.7808
81 4.83 1.32287 20.4238
82 4.89 1.23392 21.0387
83 4.95 1.27264 21.6884
84 5.01 1.16352 22.297
85 5.07 1.21745 22.9491
86 5.13 1.30567 23.665
87 5.19 1.27725 24.3819
88 5.25 1.47438 25.2287
89 5.31 1.68787 26.2204
90 5.37 1.34061 27.0259
91 5.43 1.54777 27.9769
92 5.49 1.74562 29.0731
93 5.55 1.85631 30.2646
94 5.61 1.88667 31.5019
95 5.67 2.02074 32.8556
96 5.73 2.01418 34.2336
97 5.79 2.28418 35.8292
98 5.85 1.93179 37.2067
99 5.91 1.90357 38.5921
100 5.97 1.79349 39.9241
54100 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.171027 0.00486111
21 1.23 0.140048 0.00925926
22 1.29 0.402029 0.0231481
23 1.35 1.05831 0.0631944
24 1.41 4.02732 0.229398
25 1.47 12.1875 0.776157
26 1.53 17.7824 1.64028
27 1.59 13.6429 2.35625
28 1.65 9.20779 2.87662
29 1.71 4.38928 3.14306
30 1.77 3.05411 3.34167
31 1.83 1.62138 3.4544
32 1.89 1.45175 3.56204
33 1.95 0.95611 3.6375
34 2.01 0.739586 3.69954
35 2.07 0.432099 3.73796
36 2.13 0.231015 3.75972
37 2.19 0.299971 3.78958
38 2.25 0.0660622 3.79653
39 2.31 0.171307 3.81551
40 2.37 0.248211 3.84444
41 2.43 0.0887774 3.85532
42 2.49 0.0090006 3.85648
43 2.55 0.109766 3.8713
44 2.61 0.068763 3.88102
45 2.67 0.0578442 3.88958
46 2.73 0.131661 3.90995
47 2.79 0.146161 3.93356
48 2.85 0.188089 3.96528
49 2.91 0.151473 3.9919
50 2.97 0.251615 4.03796
51 3.03 0.312154 4.09745
52 3.09 0.295491 4.15602
53 3.15 0.667616 4.29352
54 3.21 0.597406 4.4213
55 3.27 0.78321 4.59514
56 3.33 0.961383 4.81644
57 3.39 1.20145 5.10301
58 3.45 1.22642 5.40602
59 3.51 1.31254 5.74167
60 3.57 1.64505 6.17685
61 3.63 1.54112 6.59838
62 3.69 2.32443 7.25532
63 3.75 1.78354 7.77593
64 3.81 1.98745 8.37477
65 3.87 1.88091 8.95949
66 3.93 2.65856 9.81181
67 3.99 2.31106 10.5755
68 4.05 2.11373 11.2951
69 4.11 2.10147 12.0319
70 4.17 1.85916 12.703
71 4.23 1.91649 13.4148
72 4.29 1.84711 14.1204
73 4.35 1.8641 14.8525
74 4.41 1.79248 15.5762
75 4.47 1.57786 16.2306
76 4.53 1.64775 16.9324
77 4.59 1.63191 17.6461
78 4.65 1.61032 18.3687
79 4.71 1.59052 19.1012
80 4.77 1.39639 19.7606
81 4.83 1.38444 20.431
82 4.89 1.31477 21.0836
83 4.95 1.23294 21.7106
84 5.01 1.03348 22.2491
85 5.07 1.266 22.9245
