# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  26100      3.25e+02    3.05e+02      8.76e-01    4.52e-02      3.68e+01    3.45e+01    7.7e-05
  26200      4.35e+02    3.52e+02      5.30e+00    1.21e+00      4.73e+01    3.98e+01    7.7e-05
  26300      4.43e+02    3.26e+02      5.86e+00    2.03e+00      4.83e+01    3.67e+01    7.7e-05
  26400      3.19e+02    3.03e+02      1.94e+00    2.21e+00      3.59e+01    3.40e+01    7.7e-05
  26500      3.25e+02    3.00e+02      9.28e-01    8.78e-01      3.68e+01    3.39e+01    7.7e-05
  26600      3.30e+02    3.06e+02      4.03e+00    3.02e+00      3.64e+01    3.40e+01    7.7e-05
  26700      4.37e+02    3.47e+02      4.69e+00    1.68e-02      4.79e+01    3.94e+01    7.7e-05
  26800      4.27e+02    3.25e+02      5.76e+00    3.06e+00      4.66e+01    3.63e+01    7.7e-05
  26900      3.11e+02    3.00e+02      1.02e+00    2.34e-01      3.51e+01    3.40e+01    7.7e-05
  27000      3.23e+02    3.47e+02      9.75e-01    1.17e+00      3.65e+01    3.92e+01    7.7e-05
  27100      3.14e+02    3.22e+02      7.77e-01    1.51e+00      3.55e+01    3.64e+01    7.7e-05
  27200      3.17e+02    3.01e+02      3.04e+00    2.16e+00      3.52e+01    3.37e+01    7.7e-05
  27300      4.24e+02    3.45e+02      5.09e+00    1.90e+00      4.59e+01    3.89e+01    7.7e-05
  27400      3.13e+02    3.23e+02      1.75e+00    2.25e+00      3.53e+01    3.63e+01    7.7e-05
  27500      3.04e+02    6.64e+02      1.33e+00    1.35e+01      3.44e+01    6.95e+01    7.7e-05
  27600      4.34e+02    3.12e+02      5.68e+00    4.37e+00      4.75e+01    3.40e+01    7.7e-05
  27700      3.27e+02    2.99e+02      1.09e+00    1.16e+00      3.69e+01    3.37e+01    7.7e-05
  27800      3.25e+02    6.58e+02      1.64e+00    1.32e+01      3.66e+01    6.88e+01    7.7e-05
  27900      3.15e+02    3.45e+02      1.65e+00    2.52e+00      3.55e+01    3.88e+01    7.7e-05
  28000      3.11e+02    3.13e+02      1.25e+00    2.94e+00      3.51e+01    3.49e+01    7.7e-05
  28100      4.17e+02    6.42e+02      5.31e+00    1.16e+01      4.55e+01    6.83e+01    7.7e-05
  28200      3.30e+02    3.49e+02      6.31e+00    3.59e+00      3.49e+01    3.88e+01    7.7e-05
  28300      2.97e+02    3.15e+02      6.17e-01    5.19e-01      3.36e+01    3.57e+01    7.7e-05
  28400      5.35e+02    2.94e+02      8.52e+00    8.97e-01      5.77e+01    3.33e+01    7.7e-05
  28500      3.14e+02    3.01e+02      9.94e-01    2.09e-01      3.55e+01    3.41e+01    7.7e-05
  28600      3.15e+02    6.45e+02      1.57e+00    1.31e+01      3.55e+01    6.74e+01    7.7e-05
  28700      4.70e+02    2.90e+02      4.84e+00    3.19e-01      5.17e+01    3.28e+01    7.7e-05
  28800      3.13e+02    3.14e+02      9.48e-01    1.50e+00      3.54e+01    3.54e+01    7.7e-05
  28900      3.19e+02    3.11e+02      9.72e-01    4.18e-01      3.60e+01    3.52e+01    7.7e-05
  29000      2.95e+02    3.36e+02      5.69e-01    1.08e+00      3.34e+01    3.80e+01    7.7e-05
  29100      4.10e+02    3.12e+02      4.87e+00    1.17e+00      4.45e+01    3.53e+01    7.7e-05
  29200      2.96e+02    2.95e+02      1.34e+00    8.58e-01      3.34e+01    3.34e+01    7.7e-05
  29300      3.16e+02    3.11e+02      1.27e+00    4.99e-01      3.56e+01    3.52e+01    7.7e-05
  29400      4.17e+02    2.93e+02      5.58e+00    3.17e+00      4.56e+01    3.25e+01    7.7e-05
  29500      3.01e+02    2.89e+02      8.87e-01    4.43e-01      3.40e+01    3.27e+01    7.7e-05
  29600      3.20e+02    3.15e+02      2.38e+00    1.04e+00      3.58e+01    3.56e+01    7.7e-05
  29700      4.55e+02    3.35e+02      6.95e+00    6.56e+00      4.89e+01    3.53e+01    7.7e-05
  29800      4.18e+02    3.10e+02      5.90e+00    2.34e+00      4.54e+01    3.48e+01    7.7e-05
  29900      2.99e+02    2.87e+02      9.35e-01    8.11e-01      3.39e+01    3.25e+01    7.7e-05
  30000      2.66e+03    3.67e+02      6.05e+00    1.59e+00      3.01e+02    4.14e+01    7.7e-05
  30100      2.47e+02    2.39e+02      2.15e+00    1.40e+00      3.56e+01    3.46e+01    4.6e-05
  30200      2.71e+02    2.55e+02      2.02e+00    2.82e+00      3.89e+01    3.64e+01    4.6e-05
  30300      4.02e+02    2.34e+02      6.64e+00    7.31e-01      5.42e+01    3.41e+01    4.6e-05
  30400      2.46e+02    2.80e+02      1.25e+00    2.69e+00      3.56e+01    4.02e+01    4.6e-05
  30500      3.70e+02    6.44e+02      6.25e+00    1.89e+01      4.87e+01    7.74e+01    4.6e-05
  30600      2.34e+02    2.49e+02      1.65e+00    3.09e+00      3.38e+01    3.53e+01    4.6e-05
  30700      3.61e+02    2.28e+02      6.15e+00    1.72e+00      4.86e+01    3.29e+01    4.6e-05
  30800      2.38e+02    2.54e+02      2.93e+00    4.58e+00      3.36e+01    3.47e+01    4.6e-05
  30900      2.53e+02    2.29e+02      1.50e+00    2.89e-01      3.67e+01    3.34e+01    4.6e-05
  31000      3.52e+02    2.37e+02      6.33e+00    1.85e+00      4.63e+01    3.41e+01    4.6e-05
  31100      2.43e+02    2.43e+02      2.87e+00    3.64e+00      3.45e+01    3.39e+01    4.6e-05
  31200      3.46e+02    2.48e+02      7.15e+00    3.83e+00      4.57e+01    3.45e+01    4.6e-05
  31300      2.29e+02    2.30e+02      2.11e+00    2.33e+00      3.28e+01    3.28e+01    4.6e-05
  31400      3.82e+02    2.60e+02      7.13e+00    1.06e+00      5.16e+01    3.78e+01    4.6e-05
  31500      2.53e+02    2.63e+02      3.49e+00    5.65e+00      3.55e+01    3.50e+01    4.6e-05
  31600      2.36e+02    2.26e+02      6.56e-01    3.05e-01      3.43e+01    3.29e+01    4.6e-05
  31700      2.41e+02    2.29e+02      3.43e+00    2.56e+00      3.38e+01    3.27e+01    4.6e-05
  31800      2.76e+02    2.66e+02      6.72e+00    5.78e+00      3.55e+01    3.53e+01    4.6e-05
  31900      3.39e+02    2.40e+02      6.87e+00    4.18e+00      4.52e+01    3.30e+01    4.6e-05
  32000      3.38e+02    5.21e+02      6.79e+00    1.30e+01      4.51e+01    6.65e+01    4.6e-05
  32100      2.49e+02    2.59e+02      4.54e+00    1.92e+00      3.40e+01    3.74e+01    4.6e-05
  32200      2.37e+02    7.12e+02      3.02e+00    1.48e+01      3.36e+01    9.52e+01    4.6e-05
  32300      2.45e+02    2.36e+02      4.24e+00    3.19e+00      3.37e+01    3.32e+01    4.6e-05
  32400      3.42e+02    2.26e+02      5.57e+00    8.83e-01      4.55e+01    3.29e+01    4.6e-05
  32500      3.30e+02    2.44e+02      7.55e+00    5.05e+00      4.31e+01    3.26e+01    4.6e-05
  32600      2.36e+02    2.55e+02      3.36e+00    1.38e+00      3.31e+01    3.69e+01    4.6e-05
  32700      2.36e+02    5.43e+02      1.48e+00    1.71e+01      3.41e+01    6.28e+01    4.6e-05
  32800      3.26e+02    2.32e+02      6.67e+00    3.11e+00      4.32e+01    3.26e+01    4.6e-05
  32900      2.45e+02    2.37e+02      3.65e+00    4.12e+00      3.41e+01    3.26e+01    4.6e-05
  33000      2.27e+02    2.27e+02      1.22e+00    1.10e+00      3.29e+01    3.30e+01    4.6e-05
  33100      2.40e+02    5.19e+02      1.17e+00    1.53e+01      3.48e+01    6.22e+01    4.6e-05
  33200      2.28e+02    2.27e+02      5.13e-01    9.43e-01      3.32e+01    3.30e+01    4.6e-05
  33300      3.27e+02    2.56e+02      6.94e+00    1.34e+00      4.31e+01    3.71e+01    4.6e-05
  33400      3.32e+02    2.80e+02      6.78e+00    7.45e+00      4.45e+01    3.50e+01    4.6e-05
  33500      5.23e+02    2.30e+02      6.25e+00    1.37e+00      7.40e+01    3.33e+01    4.6e-05
  33600      2.47e+02    2.50e+02      3.03e-01    1.51e+00      3.59e+01    3.62e+01    4.6e-05
  33700      2.56e+02    2.46e+02      1.79e+00    2.55e+00      3.68e+01    3.52e+01    4.6e-05
  33800      3.28e+02    2.26e+02      5.39e+00    1.28e+00      4.36e+01    3.27e+01    4.6e-05
  33900      2.32e+02    5.06e+02      1.72e+00    1.47e+01      3.35e+01    6.10e+01    4.6e-05
  34000      2.33e+02    2.48e+02      3.00e+00    3.93e+00      3.29e+01    3.44e+01    4.6e-05
  34100      2.35e+02    4.92e+02      4.09e+00    1.34e+01      3.22e+01    6.12e+01    4.6e-05
  34200      2.37e+02    2.46e+02      3.66e+00    4.52e+00      3.30e+01    3.35e+01    4.6e-05
  34300      2.31e+02    2.58e+02      1.19e+00    2.29e+00      3.35e+01    3.71e+01    4.6e-05
  34400      2.39e+02    2.19e+02      6.83e-01    3.57e-01      3.47e+01    3.20e+01    4.6e-05
  34500      3.19e+02    2.36e+02      5.59e+00    7.96e-01      4.17e+01    3.43e+01    4.6e-05
  34600      5.34e+02    5.44e+02      1.73e+01    1.80e+01      6.10e+01    6.11e+01    4.6e-05
  34700      2.61e+02    2.85e+02      6.28e+00    8.14e+00      3.37e+01    3.47e+01    4.6e-05
  34800      2.33e+02    2.54e+02      2.85e+00    1.20e+00      3.30e+01    3.68e+01    4.6e-05
  34900      2.46e+02    2.68e+02      4.97e+00    6.93e+00      3.30e+01    3.39e+01    4.6e-05
  35000      2.49e+02    4.75e+02      4.07e+00    1.22e+01      3.44e+01    6.02e+01    4.6e-05
  35100      1.89e+02    1.74e+02      6.59e-01    6.74e-01      3.52e+01    3.25e+01    2.8e-05
  35200      2.64e+02    1.74e+02      5.68e+00    1.71e+00      4.33e+01    3.20e+01    2.8e-05
  35300      1.84e+02    1.85e+02      1.30e+00    2.08e+00      3.39e+01    3.38e+01    2.8e-05
  35400      1.89e+02    2.01e+02      3.19e+00    4.52e+00      3.33e+01    3.39e+01    2.8e-05
  35500      2.10e+02    2.28e+02      5.91e+00    7.13e+00      3.28e+01    3.38e+01    2.8e-05
  35600      1.92e+02    3.97e+02      2.92e+00    1.21e+01      3.41e+01    5.98e+01    2.8e-05
  35700      1.72e+02    1.80e+02      8.36e-01    2.05e+00      3.20e+01    3.29e+01    2.8e-05
  35800      3.22e+02    1.77e+02      8.90e+00    2.73e+00      5.04e+01    3.17e+01    2.8e-05
  35900      1.79e+02    4.19e+02      2.58e-01    1.40e+01      3.34e+01    5.98e+01    2.8e-05
  36000      2.53e+02    1.88e+02      5.38e+00    2.58e+00      4.15e+01    3.39e+01    2.8e-05
  36100      2.22e+02    3.71e+02      6.43e+00    9.48e+00      3.44e+01    6.02e+01    2.8e-05
  36200      1.75e+02    1.82e+02      5.18e-01    1.15e+00      3.27e+01    3.38e+01    2.8e-05
  36300      1.82e+02    4.40e+02      6.86e-01    1.53e+01      3.40e+01    6.09e+01    2.8e-05
  36400      1.94e+02    1.78e+02      3.92e+00    2.25e+00      3.33e+01    3.23e+01    2.8e-05
  36500      2.54e+02    1.77e+02      5.25e+00    2.75e+00      4.25e+01    3.16e+01    2.8e-05
  36600      1.89e+02    1.78e+02      3.35e+00    2.28e+00      3.31e+01    3.23e+01    2.8e-05
  36700      1.78e+02    1.69e+02      6.34e-01    3.20e-01      3.32e+01    3.16e+01    2.8e-05
  36800      2.66e+02    1.82e+02      6.63e+00    2.34e+00      4.18e+01    3.29e+01    2.8e-05
  36900      1.93e+02    1.94e+02      2.98e+00    3.64e+00      3.42e+01    3.38e+01    2.8e-05
  37000      1.82e+02    1.84e+02      1.65e+00    1.71e+00      3.34e+01    3.38e+01    2.8e-05
  37100      1.76e+02    1.73e+02      1.63e+00    1.52e+00      3.23e+01    3.18e+01    2.8e-05
  37200      3.41e+02    1.75e+02      9.67e+00    4.54e-02      5.08e+01    3.28e+01    2.8e-05
  37300      1.75e+02    1.73e+02      1.24e+00    1.16e+00      3.24e+01    3.21e+01    2.8e-05
  37400      2.59e+02    1.74e+02      6.14e+00    1.61e+00      4.09e+01    3.21e+01    2.8e-05
  37500      2.48e+02    3.79e+02      5.61e+00    1.08e+01      4.14e+01    5.91e+01    2.8e-05
  37600      1.83e+02    1.84e+02      1.18e+00    2.16e+00      3.38e+01    3.35e+01    2.8e-05
  37700      1.78e+02    1.88e+02      2.36e+00    3.51e+00      3.22e+01    3.29e+01    2.8e-05
  37800      1.78e+02    1.80e+02      7.23e-01    2.18e+00      3.32e+01    3.27e+01    2.8e-05
  37900      1.78e+02    1.68e+02      5.07e-01    8.58e-02      3.33e+01    3.14e+01    2.8e-05
  38000      2.56e+02    1.96e+02      5.50e+00    1.68e+00      4.26e+01    3.61e+01    2.8e-05
  38100      2.53e+02    4.01e+02      5.41e+00    1.31e+01      4.17e+01    5.80e+01    2.8e-05
  38200      1.88e+02    1.87e+02      2.68e+00    3.40e+00      3.38e+01    3.28e+01    2.8e-05
  38300      1.80e+02    1.72e+02      2.22e+00    1.93e+00      3.27e+01    3.13e+01    2.8e-05
  38400      2.51e+02    1.80e+02      4.99e+00    2.26e+00      4.15e+01    3.26e+01    2.8e-05
  38500      2.58e+02    1.92e+02      5.18e+00    5.48e-01      4.25e+01    3.59e+01    2.8e-05
  38600      1.83e+02    1.97e+02      2.34e+00    2.12e+00      3.31e+01    3.60e+01    2.8e-05
  38700      1.82e+02    1.83e+02      2.38e+00    2.85e+00      3.29e+01    3.26e+01    2.8e-05
  38800      1.91e+02    1.98e+02      1.37e+00    1.12e+00      3.54e+01    3.67e+01    2.8e-05
  38900      1.75e+02    1.89e+02      1.61e+00    3.15e+00      3.22e+01    3.34e+01    2.8e-05
  39000      2.01e+02    2.05e+02      4.88e+00    4.94e+00      3.31e+01    3.38e+01    2.8e-05
  39100      2.62e+02    1.80e+02      5.35e+00    1.14e+00      4.23e+01    3.35e+01    2.8e-05
  39200      2.53e+02    1.86e+02      5.97e+00    2.62e+00      4.12e+01    3.35e+01    2.8e-05
  39300      1.71e+02    1.81e+02      4.22e-01    8.55e-01      3.19e+01    3.37e+01    2.8e-05
  39400      1.81e+02    1.86e+02      3.13e+00    3.36e+00      3.19e+01    3.27e+01    2.8e-05
  39500      1.94e+02    1.80e+02      4.46e+00    3.05e+00      3.25e+01    3.19e+01    2.8e-05
  39600      2.47e+02    1.78e+02      6.01e+00    2.36e+00      4.04e+01    3.22e+01    2.8e-05
  39700      2.44e+02    1.81e+02      4.78e+00    1.64e+00      3.98e+01    3.33e+01    2.8e-05
  39800      1.86e+02    5.25e+02      5.47e-01    1.58e+01      3.46e+01    7.96e+01    2.8e-05
  39900      1.73e+02    1.70e+02      8.00e-01    8.76e-01      3.22e+01    3.17e+01    2.8e-05
  40000      1.75e+02    1.80e+02      9.48e-01    1.12e+00      3.26e+01    3.34e+01    2.8e-05
  40100      2.09e+02    1.51e+02      5.71e+00    3.06e+00      4.05e+01    3.33e+01    1.7e-05
  40200      1.45e+02    1.34e+02      1.36e+00    3.90e-01      3.37e+01    3.20e+01    1.7e-05
  40300      1.55e+02    1.46e+02      2.91e+00    3.10e+00      3.44e+01    3.17e+01    1.7e-05
  40400      2.08e+02    1.51e+02      5.25e+00    7.35e-01      4.05e+01    3.60e+01    1.7e-05
  40500      1.50e+02    1.40e+02      2.74e+00    1.98e+00      3.34e+01    3.21e+01    1.7e-05
  40600      1.58e+02    1.37e+02      3.88e+00    1.70e+00      3.32e+01    3.19e+01    1.7e-05
  40700      1.45e+02    1.43e+02      9.97e-01    1.19e+00      3.43e+01    3.37e+01    1.7e-05
  40800      1.44e+02    1.55e+02      2.42e+00    3.35e+00      3.24e+01    3.36e+01    1.7e-05
  40900      1.40e+02    1.52e+02      6.43e-01    9.29e-01      3.32e+01    3.60e+01    1.7e-05
  41000      2.26e+02    1.33e+02      5.06e+00    6.60e-01      4.74e+01    3.15e+01    1.7e-05
  41100      1.37e+02    1.55e+02      1.94e+00    3.40e+00      3.14e+01    3.35e+01    1.7e-05
  41200      2.59e+02    1.32e+02      7.97e+00    1.02e+00      4.69e+01    3.11e+01    1.7e-05
  41300      1.35e+02    1.34e+02      8.21e-01    7.15e-02      3.18e+01    3.21e+01    1.7e-05
  41400      2.10e+02    1.54e+02      5.85e+00    3.60e+00      4.21e+01    3.26e+01    1.7e-05
  41500      1.46e+02    1.39e+02      2.91e+00    2.07e+00      3.19e+01    3.19e+01    1.7e-05
  41600      1.42e+02    1.41e+02      1.67e+00    2.36e-01      3.28e+01    3.36e+01    1.7e-05
  41700      1.38e+02    1.47e+02      1.27e+00    2.44e+00      3.22e+01    3.32e+01    1.7e-05
  41800      1.44e+02    1.35e+02      1.92e+00    1.49e+00      3.31e+01    3.15e+01    1.7e-05
  41900      1.33e+02    1.32e+02      4.97e-01    2.11e-02      3.16e+01    3.15e+01    1.7e-05
  42000      1.63e+02    1.41e+02      4.28e+00    2.55e+00      3.33e+01    3.15e+01    1.7e-05
  42100      2.07e+02    1.34e+02      5.39e+00    7.92e-01      4.16e+01    3.18e+01    1.7e-05
  42200      1.43e+02    1.53e+02      2.38e+00    3.20e+00      3.20e+01    3.35e+01    1.7e-05
  42300      1.99e+02    1.55e+02      4.84e+00    1.88e+00      4.05e+01    3.60e+01    1.7e-05
  42400      2.04e+02    1.51e+02      5.36e+00    3.33e+00      4.12e+01    3.25e+01    1.7e-05
  42500      1.45e+02    3.06e+02      1.83e+00    1.05e+01      3.36e+01    5.42e+01    1.7e-05
  42600      1.94e+02    1.42e+02      5.12e+00    2.77e+00      3.94e+01    3.15e+01    1.7e-05
  42700      1.95e+02    1.46e+02      4.89e+00    2.75e+00      3.96e+01    3.24e+01    1.7e-05
  42800      1.32e+02    1.30e+02      3.92e-01    4.74e-01      3.14e+01    3.10e+01    1.7e-05
  42900      1.39e+02    1.36e+02      5.52e-01    1.42e+00      3.32e+01    3.18e+01    1.7e-05
  43000      1.39e+02    1.41e+02      8.49e-01    1.66e-01      3.28e+01    3.38e+01    1.7e-05
  43100      2.00e+02    1.44e+02      4.82e+00    1.68e+00      4.03e+01    3.35e+01    1.7e-05
  43200      2.17e+02    3.74e+02      5.01e+00    9.59e+00      4.59e+01    7.74e+01    1.7e-05
  43300      1.47e+02    3.33e+02      5.46e-01    1.23e+01      3.50e+01    5.51e+01    1.7e-05
  43400      2.07e+02    1.31e+02      4.31e+00    1.09e-01      4.29e+01    3.14e+01    1.7e-05
  43500      1.44e+02    1.40e+02      1.76e+00    2.14e+00      3.32e+01    3.19e+01    1.7e-05
  43600      1.40e+02    1.56e+02      2.03e+00    2.07e+00      3.19e+01    3.61e+01    1.7e-05
  43700      1.41e+02    1.33e+02      2.08e+00    4.86e-01      3.20e+01    3.17e+01    1.7e-05
  43800      1.39e+02    1.39e+02      1.19e+00    2.08e-01      3.28e+01    3.33e+01    1.7e-05
  43900      1.49e+02    1.54e+02      2.92e+00    3.66e+00      3.30e+01    3.25e+01    1.7e-05
  44000      1.53e+02    1.38e+02      3.17e+00    2.13e+00      3.34e+01    3.13e+01    1.7e-05
  44100      2.39e+02    1.70e+02      6.97e+00    4.93e+00      4.70e+01    3.34e+01    1.7e-05
  44200      1.95e+02    1.44e+02      5.19e+00    2.97e+00      3.96e+01    3.14e+01    1.7e-05
  44300      1.51e+02    1.57e+02      2.79e+00    3.64e+00      3.35e+01    3.34e+01    1.7e-05
  44400      1.48e+02    1.55e+02      2.71e+00    3.41e+00      3.28e+01    3.34e+01    1.7e-05
  44500      2.11e+02    1.53e+02      5.05e+00    3.58e+00      4.44e+01    3.25e+01    1.7e-05
  44600      1.38e+02    1.48e+02      1.80e+00    2.54e+00      3.17e+01    3.34e+01    1.7e-05
  44700      1.41e+02    1.39e+02      2.27e+00    2.57e+00      3.18e+01    3.10e+01    1.7e-05
  44800      1.44e+02    1.34e+02      4.57e-01    1.94e-01      3.43e+01    3.21e+01    1.7e-05
  44900      1.45e+02    1.35e+02      2.37e+00    2.00e+00      3.26e+01    3.09e+01    1.7e-05
  45000      1.41e+02    1.50e+02      2.00e+00    2.96e+00      3.22e+01    3.30e+01    1.7e-05
  45100      1.13e+02    1.03e+02      9.91e-01    9.96e-02      3.34e+01    3.13e+01    9.9e-06
  45200      1.17e+02    2.55e+02      2.42e+00    9.43e+00      3.25e+01    5.32e+01    9.9e-06
  45300      1.19e+02    1.19e+02      1.83e+00    2.70e+00      3.43e+01    3.23e+01    9.9e-06
  45400      2.25e+02    1.05e+02      8.00e+00    8.53e-01      4.64e+01    3.14e+01    9.9e-06
  45500      1.07e+02    1.03e+02      7.76e-01    6.44e-01      3.18e+01    3.08e+01    9.9e-06
  45600      1.06e+02    1.04e+02      1.18e+00    9.79e-01      3.12e+01    3.09e+01    9.9e-06
  45700      1.55e+02    1.08e+02      4.16e+00    1.56e+00      3.89e+01    3.13e+01    9.9e-06
  45800      1.59e+02    1.03e+02      3.67e+00    7.34e-01      3.99e+01    3.09e+01    9.9e-06
  45900      1.61e+02    1.03e+02      3.51e+00    6.90e-02      4.09e+01    3.13e+01    9.9e-06
  46000      1.55e+02    2.52e+02      3.79e+00    9.27e+00      3.88e+01    5.31e+01    9.9e-06
  46100      1.08e+02    1.20e+02      9.16e-01    1.16e+00      3.20e+01    3.59e+01    9.9e-06
  46200      1.23e+02    1.21e+02      2.63e+00    2.92e+00      3.36e+01    3.23e+01    9.9e-06
  46300      1.08e+02    1.11e+02      4.03e-01    1.64e-01      3.26e+01    3.37e+01    9.9e-06
  46400      1.12e+02    1.18e+02      1.74e+00    2.29e+00      3.21e+01    3.31e+01    9.9e-06
  46500      1.57e+02    2.51e+02      3.60e+00    9.24e+00      3.98e+01    5.29e+01    9.9e-06
  46600      1.54e+02    1.24e+02      3.75e+00    2.86e+00      3.94e+01    3.34e+01    9.9e-06
  46700      1.09e+02    2.52e+02      1.17e+00    9.17e+00      3.21e+01    5.34e+01    9.9e-06
  46800      1.13e+02    1.26e+02      1.37e+00    1.36e+00      3.28e+01    3.74e+01    9.9e-06
  46900      2.06e+02    2.59e+02      6.31e+00    8.76e+00      4.92e+01    5.89e+01    9.9e-06
  47000      1.12e+02    1.19e+02      1.04e+00    6.32e-01      3.33e+01    3.59e+01    9.9e-06
  47100      1.63e+02    1.08e+02      3.93e+00    1.34e+00      4.02e+01    3.17e+01    9.9e-06
  47200      1.15e+02    1.24e+02      2.11e+00    1.91e+00      3.23e+01    3.59e+01    9.9e-06
  47300      1.22e+02    1.37e+02      3.00e+00    4.19e+00      3.22e+01    3.33e+01    9.9e-06
  47400      1.52e+02    1.19e+02      3.46e+00    2.36e+00      3.89e+01    3.33e+01    9.9e-06
  47500      1.16e+02    1.28e+02      2.53e+00    2.52e+00      3.18e+01    3.58e+01    9.9e-06
  47600      1.07e+02    1.03e+02      6.84e-01    2.39e-01      3.21e+01    3.12e+01    9.9e-06
  47700      1.13e+02    1.10e+02      1.14e+00    1.49e+00      3.33e+01    3.21e+01    9.9e-06
  47800      1.13e+02    3.80e+02      5.52e-01    9.62e+00      3.40e+01    9.99e+01    9.9e-06
  47900      1.08e+02    1.18e+02      1.22e+00    2.28e+00      3.17e+01    3.31e+01    9.9e-06
  48000      1.15e+02    1.05e+02      1.35e+00    1.43e+00      3.35e+01    3.08e+01    9.9e-06
  48100      1.17e+02    1.08e+02      2.44e+00    1.49e+00      3.20e+01    3.15e+01    9.9e-06
  48200      1.57e+02    1.03e+02      3.62e+00    7.57e-01      3.91e+01    3.08e+01    9.9e-06
  48300      1.90e+02    1.19e+02      5.70e+00    2.45e+00      4.59e+01    3.31e+01    9.9e-06
  48400      1.11e+02    1.12e+02      5.95e-01    9.87e-01      3.33e+01    3.34e+01    9.9e-06
  48500      1.13e+02    1.04e+02      1.78e+00    1.08e+00      3.24e+01    3.08e+01    9.9e-06
  48600      1.11e+02    1.02e+02      9.51e-01    5.36e-01      3.30e+01    3.08e+01    9.9e-06
  48700      1.06e+02    1.02e+02      9.04e-01    6.64e-01      3.15e+01    3.08e+01    9.9e-06
  48800      1.08e+02    1.17e+02      9.25e-01    2.06e+00      3.20e+01    3.32e+01    9.9e-06
  48900      1.46e+02    1.21e+02      2.74e+00    1.41e+00      3.86e+01    3.57e+01    9.9e-06
  49000      1.55e+02    1.08e+02      3.53e+00    1.13e+00      4.06e+01    3.20e+01    9.9e-06
  49100      1.55e+02    2.18e+02      3.86e+00    6.71e+00      4.04e+01    5.25e+01    9.9e-06
  49200      1.13e+02    1.10e+02      1.69e+00    1.52e+00      3.24e+01    3.20e+01    9.9e-06
  49300      1.07e+02    1.14e+02      8.31e-01    1.65e+00      3.19e+01    3.30e+01    9.9e-06
  49400      1.05e+02    1.21e+02      1.01e+00    2.70e+00      3.12e+01    3.30e+01    9.9e-06
  49500      1.12e+02    1.03e+02      9.51e-01    8.07e-02      3.34e+01    3.12e+01    9.9e-06
  49600      1.13e+02    1.19e+02      1.42e+00    2.40e+00      3.31e+01    3.32e+01    9.9e-06
  49700      1.50e+02    1.05e+02      2.85e+00    1.02e+00      3.88e+01    3.13e+01    9.9e-06
  49800      1.06e+02    1.18e+02      4.78e-01    2.94e-01      3.19e+01    3.56e+01    9.9e-06
  49900      1.08e+02    1.03e+02      6.56e-01    5.17e-01      3.24e+01    3.12e+01    9.9e-06
  50000      1.56e+02    1.05e+02      2.83e+00    7.45e-01      4.19e+01    3.15e+01    9.9e-06
  50100      1.25e+02    2.02e+02      3.12e+00    7.46e+00      3.90e+01    5.26e+01    5.9e-06
  50200      8.99e+01    8.64e+01      8.99e-01    1.01e+00      3.34e+01    3.20e+01    5.9e-06
  50300      8.57e+01    8.21e+01      7.83e-01    1.74e-01      3.19e+01    3.12e+01    5.9e-06
  50400      8.62e+01    8.93e+01      1.33e+00    1.52e+00      3.12e+01    3.20e+01    5.9e-06
  50500      8.54e+01    8.08e+01      6.36e-01    1.49e-01      3.21e+01    3.07e+01    5.9e-06
  50600      8.21e+01    8.20e+01      4.98e-01    1.42e-02      3.10e+01    3.12e+01    5.9e-06
  50700      8.86e+01    1.86e+02      1.32e+00    6.38e+00      3.19e+01    5.25e+01    5.9e-06
  50800      1.51e+02    1.11e+02      4.58e+00    3.49e+00      4.63e+01    3.31e+01    5.9e-06
  50900      9.89e+01    1.03e+02      2.52e+00    2.80e+00      3.25e+01    3.31e+01    5.9e-06
  51000      9.17e+01    9.60e+01      7.82e-01    1.00e+00      3.43e+01    3.57e+01    5.9e-06
  51100      1.26e+02    8.29e+01      3.22e+00    3.04e-02      4.05e+01    3.15e+01    5.9e-06
  51200      8.88e+01    1.89e+02      1.25e+00    6.57e+00      3.21e+01    5.24e+01    5.9e-06
  51300      1.62e+02    9.42e+01      5.13e+00    3.85e-01      4.62e+01    3.57e+01    5.9e-06
  51400      9.05e+01    8.53e+01      4.77e-01    7.13e-01      3.42e+01    3.20e+01    5.9e-06
  51500      9.14e+01    8.34e+01      1.54e+00    1.03e+00      3.24e+01    3.07e+01    5.9e-06
  51600      9.26e+01    8.28e+01      1.21e+00    8.26e-02      3.35e+01    3.15e+01    5.9e-06
  51700      8.99e+01    9.27e+01      9.88e-01    1.56e+00      3.32e+01    3.33e+01    5.9e-06
  51800      1.15e+02    8.29e+01      2.27e+00    1.50e-01      3.82e+01    3.15e+01    5.9e-06
  51900      1.20e+02    9.05e+01      2.71e+00    1.28e+00      3.86e+01    3.31e+01    5.9e-06
  52000      8.44e+01    8.08e+01      5.31e-01    1.15e-01      3.17e+01    3.07e+01    5.9e-06
  52100      8.71e+01    9.78e+01      1.11e+00    1.13e+00      3.19e+01    3.62e+01    5.9e-06
  52200      8.66e+01    8.20e+01      1.04e+00    7.20e-01      3.16e+01    3.07e+01    5.9e-06
