# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  78500      4.90e+01    3.80e+01      5.38e-01    3.34e-01      3.92e+01    3.11e+01    4.6e-07
  78600      5.66e+01    3.79e+01      8.50e-01    2.95e-01      4.44e+01    3.11e+01    4.6e-07
  78700      3.83e+01    4.12e+01      2.97e-01    8.70e-01      3.13e+01    3.10e+01    4.6e-07
  78800      5.02e+01    4.28e+01      9.62e-01    7.84e-01      3.85e+01    3.31e+01    4.6e-07
  78900      3.96e+01    6.71e+01      3.82e-01    1.33e+00      3.19e+01    5.12e+01    4.6e-07
  79000      5.02e+01    4.17e+01      1.07e+00    6.13e-01      3.78e+01    3.31e+01    4.6e-07
  79100      4.80e+01    4.02e+01      7.24e-01    5.56e-01      3.78e+01    3.21e+01    4.6e-07
  79200      5.79e+01    3.70e+01      1.02e+00    2.99e-02      4.49e+01    3.07e+01    4.6e-07
  79300      4.13e+01    3.70e+01      2.03e-01    3.93e-02      3.40e+01    3.07e+01    4.6e-07
  79400      4.03e+01    3.97e+01      5.49e-01    4.48e-01      3.21e+01    3.21e+01    4.6e-07
  79500      4.09e+01    4.32e+01      6.48e-01    2.35e-01      3.21e+01    3.56e+01    4.6e-07
  79600      4.38e+01    4.34e+01      9.18e-01    3.13e-01      3.31e+01    3.56e+01    4.6e-07
  79700      3.98e+01    4.33e+01      3.20e-01    2.66e-01      3.26e+01    3.56e+01    4.6e-07
  79800      4.30e+01    4.34e+01      6.20e-01    3.01e-01      3.39e+01    3.56e+01    4.6e-07
  79900      3.87e+01    4.22e+01      2.48e-01    6.93e-01      3.15e+01    3.31e+01    4.6e-07
  80000      5.07e+01    4.26e+01      7.44e-01    7.51e-01      4.00e+01    3.31e+01    4.6e-07
  80100      3.73e+01    3.56e+01      3.05e-01    3.13e-01      3.26e+01    3.11e+01    2.7e-07
  80200      3.82e+01    3.46e+01      5.45e-01    5.72e-03      3.24e+01    3.07e+01    2.7e-07
  80300      3.76e+01    3.58e+01      5.05e-01    3.76e-01      3.16e+01    3.11e+01    2.7e-07
  80400      3.71e+01    3.98e+01      4.03e-01    7.07e-01      3.16e+01    3.31e+01    2.7e-07
  80500      3.91e+01    3.73e+01      8.02e-01    4.54e-01      3.17e+01    3.21e+01    2.7e-07
  80600      3.86e+01    3.72e+01      5.50e-01    4.28e-01      3.23e+01    3.21e+01    2.7e-07
  80700      4.60e+01    3.46e+01      8.15e-01    2.10e-02      3.81e+01    3.07e+01    2.7e-07
  80800      3.79e+01    4.05e+01      3.53e-01    2.49e-01      3.29e+01    3.57e+01    2.7e-07
  80900      4.77e+01    3.57e+01      7.29e-01    3.42e-01      4.00e+01    3.11e+01    2.7e-07
  81000      4.60e+01    4.05e+01      6.85e-01    2.44e-01      3.84e+01    3.57e+01    2.7e-07
  81100      3.82e+01    4.02e+01      6.44e-01    7.52e-01      3.17e+01    3.31e+01    2.7e-07
  81200      3.94e+01    3.46e+01      4.93e-01    1.27e-02      3.36e+01    3.07e+01    2.7e-07
  81300      3.71e+01    4.05e+01      4.70e-01    2.51e-01      3.17e+01    3.57e+01    2.7e-07
  81400      3.96e+01    3.99e+01      7.74e-01    7.13e-01      3.24e+01    3.31e+01    2.7e-07
  81500      3.70e+01    3.75e+01      5.20e-01    4.86e-01      3.14e+01    3.21e+01    2.7e-07
  81600      3.94e+01    3.73e+01      3.07e-01    4.47e-01      3.45e+01    3.21e+01    2.7e-07
  81700      3.55e+01    3.57e+01      1.61e-01    3.43e-01      3.12e+01    3.11e+01    2.7e-07
  81800      4.76e+01    3.47e+01      6.85e-01    5.89e-02      4.00e+01    3.07e+01    2.7e-07
  81900      3.65e+01    3.55e+01      2.96e-01    3.04e-01      3.15e+01    3.11e+01    2.7e-07
  82000      5.48e+01    3.94e+01      1.11e+00    6.42e-01      4.45e+01    3.31e+01    2.7e-07
  82100      4.56e+01    3.60e+01      6.67e-01    4.22e-01      3.85e+01    3.11e+01    2.7e-07
  82200      3.98e+01    3.71e+01      6.03e-01    4.15e-01      3.33e+01    3.21e+01    2.7e-07
  82300      3.70e+01    3.88e+01      2.18e-01    8.53e-01      3.25e+01    3.10e+01    2.7e-07
  82400      4.41e+01    3.47e+01      4.96e-01    3.59e-02      3.77e+01    3.07e+01    2.7e-07
  82500      4.62e+01    4.07e+01      5.85e-01    8.24e-01      3.94e+01    3.31e+01    2.7e-07
  82600      4.68e+01    6.23e+01      8.83e-01    1.17e+00      3.85e+01    5.13e+01    2.7e-07
  82700      4.62e+01    3.96e+01      7.89e-01    6.77e-01      3.85e+01    3.31e+01    2.7e-07
  82800      4.02e+01    3.47e+01      7.59e-01    5.67e-02      3.31e+01    3.07e+01    2.7e-07
  82900      3.59e+01    3.96e+01      2.82e-01    6.75e-01      3.08e+01    3.31e+01    2.7e-07
  83000      3.97e+01    3.73e+01      7.10e-01    4.58e-01      3.28e+01    3.21e+01    2.7e-07
  83100      3.87e+01    4.04e+01      4.67e-01    7.82e-01      3.29e+01    3.31e+01    2.7e-07
  83200      3.93e+01    3.47e+01      6.58e-01    3.91e-02      3.28e+01    3.07e+01    2.7e-07
  83300      3.73e+01    3.74e+01      3.94e-01    4.67e-01      3.20e+01    3.21e+01    2.7e-07
  83400      3.86e+01    4.05e+01      4.84e-01    2.35e-01      3.29e+01    3.57e+01    2.7e-07
  83500      4.62e+01    6.22e+01      5.81e-01    1.17e+00      3.93e+01    5.13e+01    2.7e-07
  83600      4.47e+01    3.85e+01      5.39e-01    8.24e-01      3.80e+01    3.10e+01    2.7e-07
  83700      4.04e+01    3.47e+01      4.15e-01    3.09e-02      3.48e+01    3.07e+01    2.7e-07
  83800      4.54e+01    3.75e+01      6.21e-01    4.89e-01      3.84e+01    3.21e+01    2.7e-07
  83900      4.64e+01    3.94e+01      9.37e-01    6.44e-01      3.78e+01    3.31e+01    2.7e-07
  84000      3.70e+01    3.83e+01      3.93e-01    7.90e-01      3.16e+01    3.10e+01    2.7e-07
  84100      3.82e+01    3.81e+01      6.47e-01    7.68e-01      3.17e+01    3.10e+01    2.7e-07
  84200      3.67e+01    4.05e+01      3.52e-01    2.33e-01      3.16e+01    3.57e+01    2.7e-07
  84300      3.73e+01    4.05e+01      3.09e-01    2.25e-01      3.26e+01    3.57e+01    2.7e-07
  84400      3.98e+01    3.72e+01      7.94e-01    4.22e-01      3.24e+01    3.21e+01    2.7e-07
  84500      4.62e+01    4.04e+01      7.26e-01    1.72e-01      3.89e+01    3.57e+01    2.7e-07
  84600      4.46e+01    3.47e+01      5.20e-01    1.73e-02      3.81e+01    3.07e+01    2.7e-07
  84700      3.97e+01    3.70e+01      5.89e-01    3.91e-01      3.32e+01    3.21e+01    2.7e-07
  84800      3.78e+01    4.07e+01      5.33e-01    8.25e-01      3.16e+01    3.31e+01    2.7e-07
  84900      5.36e+01    4.05e+01      9.58e-01    2.49e-01      4.45e+01    3.57e+01    2.7e-07
  85000      3.84e+01    3.98e+01      5.78e-01    6.97e-01      3.24e+01    3.31e+01    2.7e-07
  85100      3.60e+01    3.40e+01      2.81e-01    2.92e-01      3.28e+01    3.11e+01    1.6e-07
  85200      3.73e+01    3.79e+01      4.06e-01    6.48e-01      3.36e+01    3.31e+01    1.6e-07
  85300      4.26e+01    3.87e+01      6.10e-01    2.03e-01      3.78e+01    3.57e+01    1.6e-07
  85400      3.48e+01    3.81e+01      2.32e-01    6.69e-01      3.15e+01    3.31e+01    1.6e-07
  85500      4.39e+01    3.81e+01      7.10e-01    6.76e-01      3.85e+01    3.31e+01    1.6e-07
  85600      3.74e+01    3.31e+01      7.76e-01    2.91e-02      3.17e+01    3.07e+01    1.6e-07
  85700      3.72e+01    3.31e+01      6.75e-01    7.51e-03      3.21e+01    3.07e+01    1.6e-07
  85800      4.37e+01    3.67e+01      4.32e-01    7.69e-01      3.92e+01    3.10e+01    1.6e-07
  85900      4.42e+01    3.91e+01      7.51e-01    8.03e-01      3.85e+01    3.31e+01    1.6e-07
  86000      3.70e+01    3.87e+01      4.12e-01    2.05e-01      3.33e+01    3.57e+01    1.6e-07
  86100      3.68e+01    3.88e+01      3.30e-01    2.45e-01      3.32e+01    3.57e+01    1.6e-07
  86200      3.54e+01    5.97e+01      3.65e-01    1.14e+00      3.21e+01    5.13e+01    1.6e-07
  86300      3.82e+01    3.41e+01      6.07e-01    3.14e-01      3.33e+01    3.11e+01    1.6e-07
  86400      3.47e+01    5.92e+01      3.73e-01    1.07e+00      3.09e+01    5.13e+01    1.6e-07
  86500      4.39e+01    3.80e+01      7.62e-01    6.63e-01      3.81e+01    3.31e+01    1.6e-07
  86600      3.83e+01    3.31e+01      5.10e-01    6.81e-03      3.40e+01    3.07e+01    1.6e-07
  86700      3.51e+01    5.93e+01      3.48e-01    1.08e+00      3.16e+01    5.13e+01    1.6e-07
  86800      3.62e+01    5.91e+01      3.34e-01    1.06e+00      3.30e+01    5.13e+01    1.6e-07
  86900      3.91e+01    3.65e+01      6.24e-01    7.53e-01      3.40e+01    3.10e+01    1.6e-07
  87000      3.59e+01    3.90e+01      4.11e-01    8.00e-01      3.20e+01    3.31e+01    1.6e-07
  87100      5.13e+01    3.82e+01      8.45e-01    6.93e-01      4.49e+01    3.31e+01    1.6e-07
  87200      3.46e+01    3.41e+01      3.67e-01    3.30e-01      3.09e+01    3.11e+01    1.6e-07
  87300      4.47e+01    3.43e+01      8.37e-01    3.73e-01      3.85e+01    3.10e+01    1.6e-07
  87400      3.70e+01    3.91e+01      3.35e-01    8.01e-01      3.32e+01    3.31e+01    1.6e-07
  87500      3.78e+01    3.31e+01      5.52e-01    9.71e-03      3.33e+01    3.07e+01    1.6e-07
  87600      3.66e+01    5.91e+01      2.88e-01    1.06e+00      3.32e+01    5.13e+01    1.6e-07
  87700      4.45e+01    3.65e+01      8.21e-01    7.49e-01      3.85e+01    3.10e+01    1.6e-07
  87800      3.52e+01    3.69e+01      5.17e-01    8.01e-01      3.10e+01    3.10e+01    1.6e-07
  87900      4.30e+01    3.90e+01      6.12e-01    8.00e-01      3.82e+01    3.31e+01    1.6e-07
  88000      3.62e+01    3.80e+01      3.28e-01    6.64e-01      3.30e+01    3.31e+01    1.6e-07
  88100      3.79e+01    3.67e+01      4.88e-01    7.69e-01      3.37e+01    3.10e+01    1.6e-07
  88200      3.72e+01    3.42e+01      6.71e-01    3.41e-01      3.21e+01    3.10e+01    1.6e-07
  88300      3.51e+01    3.89e+01      2.76e-01    7.81e-01      3.15e+01    3.31e+01    1.6e-07
  88400      4.52e+01    3.70e+01      8.17e-01    8.11e-01      3.92e+01    3.10e+01    1.6e-07
  88500      4.41e+01    3.79e+01      7.34e-01    6.41e-01      3.85e+01    3.31e+01    1.6e-07
  88600      3.77e+01    3.42e+01      2.69e-01    3.59e-01      3.45e+01    3.10e+01    1.6e-07
  88700      4.49e+01    3.68e+01      7.76e-01    7.90e-01      3.92e+01    3.10e+01    1.6e-07
  88800      4.30e+01    3.32e+01      6.13e-01    2.10e-02      3.77e+01    3.07e+01    1.6e-07
  88900      4.38e+01    5.91e+01      7.49e-01    1.05e+00      3.81e+01    5.13e+01    1.6e-07
  89000      3.55e+01    3.67e+01      3.86e-01    7.75e-01      3.16e+01    3.10e+01    1.6e-07
  89100      3.50e+01    3.55e+01      7.98e-02    3.98e-01      3.24e+01    3.21e+01    1.6e-07
  89200      3.72e+01    3.82e+01      6.71e-01    6.83e-01      3.21e+01    3.31e+01    1.6e-07
  89300      3.62e+01    3.65e+01      5.85e-01    7.43e-01      3.17e+01    3.10e+01    1.6e-07
  89400      4.53e+01    3.87e+01      8.23e-01    1.98e-01      3.92e+01    3.57e+01    1.6e-07
  89500      3.62e+01    3.64e+01      3.35e-01    7.32e-01      3.30e+01    3.10e+01    1.6e-07
  89600      3.74e+01    3.43e+01      4.13e-01    3.71e-01      3.37e+01    3.10e+01    1.6e-07
  89700      3.71e+01    3.87e+01      6.65e-01    2.03e-01      3.21e+01    3.57e+01    1.6e-07
  89800      3.57e+01    3.89e+01      3.03e-01    7.84e-01      3.26e+01    3.31e+01    1.6e-07
  89900      3.66e+01    5.89e+01      4.77e-01    1.02e+00      3.23e+01    5.13e+01    1.6e-07
  90000      4.25e+01    3.86e+01      4.82e-01    1.74e-01      3.81e+01    3.57e+01    1.6e-07
  90100      4.18e+01    3.59e+01      6.11e-01    7.88e-01      3.77e+01    3.10e+01    9.8e-08
  90200      4.37e+01    3.22e+01      8.50e-01    1.74e-03      3.85e+01    3.07e+01    9.8e-08
  90300      3.58e+01    3.22e+01      6.15e-01    5.65e-03      3.21e+01    3.07e+01    9.8e-08
  90400      3.63e+01    3.59e+01      4.42e-01    7.77e-01      3.33e+01    3.10e+01    9.8e-08
  90500      3.59e+01    3.22e+01      3.98e-01    8.79e-03      3.33e+01    3.07e+01    9.8e-08
  90600      4.21e+01    3.71e+01      5.53e-01    6.72e-01      3.84e+01    3.31e+01    9.8e-08
  90700      4.37e+01    3.33e+01      8.56e-01    3.73e-01      3.85e+01    3.10e+01    9.8e-08
  90800      3.34e+01    3.76e+01      2.65e-01    2.11e-01      3.13e+01    3.57e+01    9.8e-08
  90900      3.69e+01    3.58e+01      6.69e-01    7.68e-01      3.28e+01    3.10e+01    9.8e-08
  91000      4.17e+01    3.33e+01      5.92e-01    3.67e-01      3.82e+01    3.10e+01    9.8e-08
  91100      3.60e+01    3.32e+01      4.68e-01    3.26e-01      3.29e+01    3.10e+01    9.8e-08
  91200      3.50e+01    3.33e+01      4.80e-01    3.72e-01      3.16e+01    3.10e+01    9.8e-08
  91300      3.63e+01    3.22e+01      4.42e-01    8.08e-03      3.33e+01    3.07e+01    9.8e-08
  91400      4.35e+01    3.80e+01      6.48e-01    7.81e-01      3.93e+01    3.32e+01    9.8e-08
  91500      4.37e+01    5.71e+01      7.62e-01    9.74e-01      3.92e+01    5.13e+01    9.8e-08
  91600      3.44e+01    3.59e+01      1.87e-01    7.82e-01      3.25e+01    3.09e+01    9.8e-08
  91700      4.13e+01    3.55e+01      4.73e-01    7.40e-01      3.81e+01    3.09e+01    9.8e-08
  91800      4.42e+01    3.56e+01      6.56e-01    7.43e-01      4.01e+01    3.09e+01    9.8e-08
  91900      3.55e+01    3.32e+01      4.43e-01    3.40e-01      3.23e+01    3.10e+01    9.8e-08
  92000      3.74e+01    3.22e+01      5.23e-01    2.61e-02      3.40e+01    3.07e+01    9.8e-08
  92100      4.13e+01    3.32e+01      4.65e-01    3.49e-01      3.81e+01    3.10e+01    9.8e-08
  92200      3.53e+01    3.47e+01      5.18e-01    4.30e-01      3.16e+01    3.22e+01    9.8e-08
  92300      3.32e+01    3.81e+01      3.47e-01    7.93e-01      3.10e+01    3.32e+01    9.8e-08
  92400      3.47e+01    5.70e+01      3.61e-01    9.59e-01      3.20e+01    5.13e+01    9.8e-08
  92500      3.70e+01    3.80e+01      3.77e-01    7.86e-01      3.41e+01    3.32e+01    9.8e-08
  92600      4.19e+01    3.32e+01      6.70e-01    3.32e-01      3.78e+01    3.10e+01    9.8e-08
  92700      3.61e+01    5.72e+01      6.48e-01    9.90e-01      3.21e+01    5.13e+01    9.8e-08
  92800      4.08e+01    3.81e+01      4.31e-01    7.99e-01      3.77e+01    3.32e+01    9.8e-08
  92900      4.17e+01    5.70e+01      5.80e-01    9.65e-01      3.82e+01    5.13e+01    9.8e-08
  93000      3.73e+01    3.32e+01      7.80e-01    3.49e-01      3.24e+01    3.10e+01    9.8e-08
  93100      4.16e+01    3.57e+01      5.74e-01    7.61e-01      3.82e+01    3.09e+01    9.8e-08
  93200      3.66e+01    3.76e+01      6.25e-01    1.88e-01      3.28e+01    3.57e+01    9.8e-08
  93300      3.59e+01    3.81e+01      3.95e-01    7.95e-01      3.33e+01    3.32e+01    9.8e-08
  93400      3.58e+01    3.34e+01      3.12e-01    3.85e-01      3.32e+01    3.10e+01    9.8e-08
  93500      3.56e+01    5.68e+01      2.79e-01    9.41e-01      3.32e+01    5.13e+01    9.8e-08
  93600      3.62e+01    3.33e+01      7.28e-01    3.68e-01      3.17e+01    3.10e+01    9.8e-08
  93700      4.30e+01    3.47e+01      5.14e-01    4.18e-01      3.97e+01    3.22e+01    9.8e-08
  93800      3.53e+01    3.70e+01      5.16e-01    6.49e-01      3.16e+01    3.31e+01    9.8e-08
  93900      3.50e+01    3.70e+01      4.76e-01    6.55e-01      3.21e+01    3.31e+01    9.8e-08
  94000      3.26e+01    5.69e+01      1.30e-01    9.50e-01      3.08e+01    5.13e+01    9.8e-08
  94100      4.28e+01    3.33e+01      6.65e-01    3.58e-01      3.89e+01    3.10e+01    9.8e-08
  94200      3.65e+01    3.70e+01      6.85e-01    6.51e-01      3.24e+01    3.31e+01    9.8e-08
  94300      3.71e+01    3.59e+01      5.69e-01    7.79e-01      3.33e+01    3.09e+01    9.8e-08
  94400      5.04e+01    3.47e+01      6.82e-01    4.22e-01      4.61e+01    3.22e+01    9.8e-08
  94500      3.37e+01    3.33e+01      3.77e-01    3.56e-01      3.09e+01    3.10e+01    9.8e-08
  94600      3.43e+01    3.76e+01      4.02e-01    1.90e-01      3.18e+01    3.57e+01    9.8e-08
  94700      3.77e+01    3.75e+01      3.74e-01    1.74e-01      3.48e+01    3.57e+01    9.8e-08
  94800      3.53e+01    3.22e+01      5.18e-01    1.25e-02      3.16e+01    3.08e+01    9.8e-08
  94900      4.15e+01    3.70e+01      5.61e-01    6.55e-01      3.82e+01    3.31e+01    9.8e-08
  95000      3.57e+01    5.68e+01      6.32e-01    9.30e-01      3.17e+01    5.13e+01    9.8e-08
  95100      3.52e+01    3.69e+01      4.79e-01    1.84e-01      3.24e+01    3.57e+01    5.9e-08
  95200      4.21e+01    3.69e+01      8.19e-01    1.73e-01      3.77e+01    3.57e+01    5.9e-08
  95300      4.00e+01    3.42e+01      4.20e-01    4.27e-01      3.77e+01    3.22e+01    5.9e-08
  95400      3.51e+01    3.16e+01      5.46e-01    3.79e-03      3.24e+01    3.08e+01    5.9e-08
  95500      3.50e+01    5.58e+01      2.74e-01    9.21e-01      3.32e+01    5.13e+01    5.9e-08
  95600      3.51e+01    5.59e+01      1.15e-01    9.32e-01      3.40e+01    5.13e+01    5.9e-08
  95700      3.51e+01    3.73e+01      5.23e-01    7.63e-01      3.25e+01    3.32e+01    5.9e-08
  95800      4.33e+01    3.52e+01      6.22e-01    7.67e-01      4.00e+01    3.09e+01    5.9e-08
  95900      4.17e+01    3.16e+01      6.96e-01    3.01e-04      3.81e+01    3.08e+01    5.9e-08
  96000      3.53e+01    3.16e+01      3.89e-01    4.35e-04      3.33e+01    3.08e+01    5.9e-08
  96100      4.33e+01    3.63e+01      6.19e-01    6.27e-01      4.00e+01    3.31e+01    5.9e-08
  96200      4.28e+01    3.52e+01      8.17e-01    7.60e-01      3.85e+01    3.09e+01    5.9e-08
  96300      4.13e+01    5.58e+01      5.83e-01    9.15e-01      3.86e+01    5.13e+01    5.9e-08
  96400      3.59e+01    3.64e+01      7.65e-01    6.42e-01      3.17e+01    3.31e+01    5.9e-08
  96500      3.58e+01    3.74e+01      4.06e-01    7.76e-01      3.37e+01    3.32e+01    5.9e-08
  96600      3.37e+01    3.16e+01      4.01e-01    2.41e-02      3.13e+01    3.08e+01    5.9e-08
  96700      4.16e+01    3.69e+01      5.66e-01    1.68e-01      3.84e+01    3.57e+01    5.9e-08
  96800      3.23e+01    5.58e+01      2.42e-01    9.16e-01      3.09e+01    5.13e+01    5.9e-08
  96900      3.35e+01    3.41e+01      3.31e-01    4.16e-01      3.16e+01    3.22e+01    5.9e-08
  97000      3.65e+01    3.52e+01      4.77e-01    7.64e-01      3.40e+01    3.09e+01    5.9e-08
  97100      3.28e+01    3.74e+01      2.60e-01    7.73e-01      3.13e+01    3.32e+01    5.9e-08
  97200      4.33e+01    3.63e+01      6.19e-01    6.37e-01      4.00e+01    3.31e+01    5.9e-08
  97300      3.44e+01    3.63e+01      4.67e-01    6.36e-01      3.21e+01    3.31e+01    5.9e-08
  97400      3.58e+01    3.69e+01      6.34e-01    1.71e-01      3.25e+01    3.57e+01    5.9e-08
  97500      3.49e+01    3.52e+01      2.70e-01    7.61e-01      3.32e+01    3.09e+01    5.9e-08
  97600      3.50e+01    3.16e+01      2.72e-01    1.41e-03      3.32e+01    3.08e+01    5.9e-08
  97700      3.61e+01    3.69e+01      4.51e-01    1.67e-01      3.37e+01    3.57e+01    5.9e-08
  97800      4.20e+01    3.63e+01      8.04e-01    6.37e-01      3.77e+01    3.31e+01    5.9e-08
  97900      3.28e+01    3.26e+01      2.58e-01    3.38e-01      3.13e+01    3.10e+01    5.9e-08
  98000      4.89e+01    5.57e+01      8.57e-01    9.04e-01      4.45e+01    5.13e+01    5.9e-08
  98100      3.54e+01    5.56e+01      4.52e-01    8.89e-01      3.29e+01    5.13e+01    5.9e-08
  98200      3.62e+01    3.73e+01      6.42e-01    7.63e-01      3.28e+01    3.32e+01    5.9e-08
  98300      3.47e+01    3.69e+01      5.15e-01    1.73e-01      3.21e+01    3.57e+01    5.9e-08
  98400      3.44e+01    3.64e+01      4.67e-01    6.51e-01      3.16e+01    3.31e+01    5.9e-08
  98500      3.47e+01    3.63e+01      4.23e-01    6.30e-01      3.23e+01    3.31e+01    5.9e-08
  98600      4.33e+01    3.68e+01      6.10e-01    1.60e-01      4.00e+01    3.57e+01    5.9e-08
  98700      4.29e+01    3.74e+01      5.67e-01    7.83e-01      4.00e+01    3.32e+01    5.9e-08
  98800      4.19e+01    3.69e+01      7.92e-01    1.80e-01      3.77e+01    3.57e+01    5.9e-08
  98900      4.14e+01    3.51e+01      3.55e-01    7.56e-01      3.92e+01    3.09e+01    5.9e-08
  99000      3.32e+01    3.40e+01      3.77e-01    4.00e-01      3.14e+01    3.22e+01    5.9e-08
  99100      3.32e+01    5.57e+01      3.83e-01    9.02e-01      3.09e+01    5.13e+01    5.9e-08
  99200      3.45e+01    3.41e+01      3.12e-01    4.21e-01      3.30e+01    3.22e+01    5.9e-08
  99300      3.59e+01    3.63e+01      6.03e-01    6.27e-01      3.28e+01    3.31e+01    5.9e-08
  99400      3.65e+01    3.27e+01      5.65e-01    3.53e-01      3.33e+01    3.10e+01    5.9e-08
  99500      4.03e+01    3.16e+01      5.21e-01    1.35e-04      3.78e+01    3.08e+01    5.9e-08
  99600      3.32e+01    3.74e+01      2.15e-01    7.73e-01      3.16e+01    3.32e+01    5.9e-08
  99700      4.00e+01    3.17e+01      4.32e-01    2.73e-02      3.77e+01    3.08e+01    5.9e-08
  99800      4.31e+01    3.74e+01      7.62e-01    7.75e-01      3.92e+01    3.32e+01    5.9e-08
  99900      4.23e+01    3.52e+01      6.89e-01    7.60e-01      3.89e+01    3.09e+01    5.9e-08
 100000      3.52e+01    3.74e+01      6.00e-01    7.71e-01      3.21e+01    3.32e+01    5.9e-08
