# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  78000      1.60e-01    1.47e-01      4.65e-04    3.93e-04      1.32e-01    1.22e-01    4.6e-07
  78100      2.48e-01    3.67e-01      8.80e-05    6.70e-04      2.06e-01    3.04e-01    4.6e-07
  78200      1.70e-01    1.53e-01      2.54e-04    4.85e-05      1.41e-01    1.27e-01    4.6e-07
  78300      1.48e-01    1.56e-01      1.43e-04    1.91e-05      1.23e-01    1.29e-01    4.6e-07
  78400      1.68e-01    1.46e-01      7.58e-05    1.43e-04      1.39e-01    1.21e-01    4.6e-07
  78500      1.52e-01    1.51e-01      3.48e-04    3.26e-04      1.26e-01    1.25e-01    4.6e-07
  78600      1.59e-01    1.71e-01      3.74e-04    2.93e-04      1.32e-01    1.42e-01    4.6e-07
  78700      1.55e-01    4.69e-01      6.83e-04    4.62e-04      1.28e-01    3.89e-01    4.6e-07
  78800      3.99e-01    1.46e-01      2.66e-04    2.30e-04      3.31e-01    1.21e-01    4.6e-07
  78900      1.56e-01    1.58e-01      3.65e-04    2.25e-04      1.30e-01    1.31e-01    4.6e-07
  79000      2.70e-01    1.88e-01      1.35e-04    4.57e-04      2.24e-01    1.55e-01    4.6e-07
  79100      4.44e-01    4.39e-01      4.56e-04    7.32e-05      3.68e-01    3.64e-01    4.6e-07
  79200      2.21e-01    1.49e-01      3.02e-04    3.38e-04      1.83e-01    1.23e-01    4.6e-07
  79300      2.29e-01    4.18e-01      1.41e-04    7.63e-05      1.90e-01    3.46e-01    4.6e-07
  79400      2.20e-01    1.48e-01      8.14e-05    1.79e-04      1.82e-01    1.23e-01    4.6e-07
  79500      2.42e-01    1.53e-01      1.40e-04    1.80e-05      2.00e-01    1.27e-01    4.6e-07
  79600      1.50e-01    1.88e-01      2.90e-04    8.15e-05      1.24e-01    1.56e-01    4.6e-07
  79700      1.65e-01    1.58e-01      1.98e-04    4.70e-04      1.36e-01    1.31e-01    4.6e-07
  79800      2.14e-01    1.91e-01      2.81e-04    7.56e-05      1.77e-01    1.58e-01    4.6e-07
  79900      2.57e-01    1.55e-01      4.18e-04    8.15e-05      2.13e-01    1.29e-01    4.6e-07
  80000      3.90e-01    1.56e-01      1.73e-04    4.92e-04      3.23e-01    1.29e-01    4.6e-07
  80100      1.44e-01    1.40e-01      1.97e-04    7.57e-05      1.27e-01    1.24e-01    2.7e-07
  80200      1.46e-01    1.42e-01      2.31e-04    6.25e-05      1.29e-01    1.26e-01    2.7e-07
  80300      2.28e-01    5.31e-01      1.41e-04    3.58e-04      2.02e-01    4.71e-01    2.7e-07
  80400      2.54e-01    1.42e-01      1.31e-04    2.88e-04      2.25e-01    1.25e-01    2.7e-07
  80500      1.45e-01    1.43e-01      3.09e-04    4.73e-04      1.28e-01    1.27e-01    2.7e-07
  80600      1.41e-01    1.46e-01      1.04e-04    1.04e-04      1.25e-01    1.29e-01    2.7e-07
  80700      1.43e-01    1.60e-01      1.96e-04    5.49e-04      1.27e-01    1.42e-01    2.7e-07
  80800      1.42e-01    3.62e-01      3.98e-04    5.13e-04      1.26e-01    3.21e-01    2.7e-07
  80900      2.52e-01    1.56e-01      2.12e-04    2.40e-04      2.24e-01    1.38e-01    2.7e-07
  81000      1.50e-01    2.03e-01      1.80e-04    5.40e-04      1.33e-01    1.79e-01    2.7e-07
  81100      1.38e-01    1.45e-01      1.19e-04    1.25e-04      1.23e-01    1.29e-01    2.7e-07
  81200      3.56e-01    1.53e-01      6.28e-05    3.16e-04      3.16e-01    1.35e-01    2.7e-07
  81300      1.43e-01    1.38e-01      1.58e-04    4.54e-06      1.27e-01    1.22e-01    2.7e-07
  81400      1.42e-01    1.44e-01      3.94e-04    3.85e-04      1.26e-01    1.27e-01    2.7e-07
  81500      1.58e-01    3.91e-01      1.03e-04    2.50e-04      1.40e-01    3.46e-01    2.7e-07
  81600      1.42e-01    1.41e-01      1.16e-04    1.38e-04      1.26e-01    1.25e-01    2.7e-07
  81700      1.43e-01    2.19e-01      1.76e-04    2.60e-04      1.26e-01    1.94e-01    2.7e-07
  81800      3.65e-01    1.44e-01      1.02e-04    1.04e-05      3.24e-01    1.27e-01    2.7e-07
  81900      1.44e-01    1.40e-01      9.78e-05    3.83e-04      1.27e-01    1.24e-01    2.7e-07
  82000      1.95e-01    1.41e-01      3.21e-04    3.10e-04      1.73e-01    1.25e-01    2.7e-07
  82100      2.06e-01    1.43e-01      9.87e-05    3.50e-05      1.83e-01    1.27e-01    2.7e-07
  82200      1.43e-01    1.41e-01      3.53e-04    5.98e-05      1.26e-01    1.25e-01    2.7e-07
  82300      1.42e-01    3.00e-01      3.51e-04    3.80e-04      1.26e-01    2.66e-01    2.7e-07
  82400      1.42e-01    4.67e-01      1.86e-04    3.86e-05      1.26e-01    4.14e-01    2.7e-07
  82500      3.00e-01    1.44e-01      1.24e-04    1.56e-04      2.66e-01    1.28e-01    2.7e-07
  82600      1.43e-01    1.49e-01      1.22e-04    2.08e-04      1.27e-01    1.32e-01    2.7e-07
  82700      3.12e-01    2.35e-01      1.81e-04    6.70e-06      2.76e-01    2.08e-01    2.7e-07
  82800      4.03e-01    1.41e-01      4.54e-04    3.58e-04      3.57e-01    1.25e-01    2.7e-07
  82900      1.43e-01    1.49e-01      2.90e-04    2.41e-04      1.27e-01    1.32e-01    2.7e-07
  83000      2.38e-01    1.41e-01      1.97e-04    2.26e-04      2.11e-01    1.25e-01    2.7e-07
  83100      1.78e-01    2.52e-01      6.21e-05    5.05e-04      1.58e-01    2.23e-01    2.7e-07
  83200      1.43e-01    1.37e-01      4.21e-04    1.01e-04      1.27e-01    1.21e-01    2.7e-07
  83300      2.28e-01    1.41e-01      4.07e-04    3.89e-04      2.02e-01    1.25e-01    2.7e-07
  83400      1.96e-01    1.94e-01      1.12e-04    7.29e-05      1.73e-01    1.72e-01    2.7e-07
  83500      1.59e-01    1.42e-01      8.95e-05    4.67e-05      1.41e-01    1.26e-01    2.7e-07
  83600      1.51e-01    1.46e-01      5.85e-05    2.28e-05      1.34e-01    1.29e-01    2.7e-07
  83700      1.41e-01    1.42e-01      4.38e-05    3.18e-05      1.25e-01    1.26e-01    2.7e-07
  83800      1.73e-01    1.67e-01      4.35e-04    3.32e-04      1.53e-01    1.48e-01    2.7e-07
  83900      1.48e-01    4.44e-01      1.61e-04    3.38e-04      1.31e-01    3.93e-01    2.7e-07
  84000      1.90e-01    4.55e-01      1.56e-04    7.57e-05      1.68e-01    4.03e-01    2.7e-07
  84100      1.44e-01    1.94e-01      3.07e-05    3.77e-04      1.28e-01    1.72e-01    2.7e-07
  84200      1.59e-01    2.99e-01      3.77e-04    5.17e-04      1.41e-01    2.65e-01    2.7e-07
  84300      1.56e-01    1.42e-01      1.84e-04    2.05e-04      1.38e-01    1.26e-01    2.7e-07
  84400      2.39e-01    2.02e-01      1.24e-04    3.80e-04      2.12e-01    1.79e-01    2.7e-07
  84500      2.39e-01    1.98e-01      1.87e-04    8.93e-05      2.12e-01    1.75e-01    2.7e-07
  84600      1.44e-01    1.44e-01      2.60e-04    2.86e-04      1.28e-01    1.27e-01    2.7e-07
  84700      1.44e-01    4.11e-01      2.32e-04    5.36e-04      1.27e-01    3.64e-01    2.7e-07
  84800      1.62e-01    1.48e-01      3.65e-04    1.11e-04      1.44e-01    1.31e-01    2.7e-07
  84900      1.75e-01    1.79e-01      7.92e-05    4.78e-04      1.55e-01    1.58e-01    2.7e-07
  85000      1.49e-01    1.43e-01      4.16e-04    1.75e-04      1.32e-01    1.27e-01    2.7e-07
  85100      1.44e-01    1.41e-01      2.33e-04    3.78e-04      1.34e-01    1.31e-01    1.6e-07
  85200      1.74e-01    1.40e-01      2.42e-04    6.93e-05      1.61e-01    1.30e-01    1.6e-07
  85300      2.37e-01    4.34e-01      9.17e-05    2.10e-04      2.20e-01    4.03e-01    1.6e-07
  85400      2.36e-01    1.37e-01      1.03e-04    1.34e-04      2.19e-01    1.27e-01    1.6e-07
  85500      1.52e-01    1.39e-01      2.06e-04    1.15e-05      1.41e-01    1.29e-01    1.6e-07
  85600      1.38e-01    1.35e-01      2.26e-04    3.96e-04      1.28e-01    1.25e-01    1.6e-07
  85700      1.37e-01    7.81e-01      3.48e-04    1.27e-04      1.27e-01    7.24e-01    1.6e-07
  85800      2.68e-01    3.06e-01      3.49e-04    7.55e-05      2.48e-01    2.84e-01    1.6e-07
  85900      1.34e-01    1.36e-01      1.26e-04    1.91e-04      1.25e-01    1.26e-01    1.6e-07
  86000      2.36e-01    1.38e-01      3.05e-04    1.78e-04      2.19e-01    1.28e-01    1.6e-07
  86100      1.36e-01    1.70e-01      1.55e-04    1.75e-04      1.26e-01    1.58e-01    1.6e-07
  86200      1.44e-01    1.48e-01      1.05e-04    4.27e-04      1.34e-01    1.37e-01    1.6e-07
  86300      2.10e-01    1.65e-01      1.78e-04    1.76e-04      1.94e-01    1.53e-01    1.6e-07
  86400      1.44e-01    1.58e-01      2.01e-04    2.18e-04      1.33e-01    1.46e-01    1.6e-07
  86500      1.36e-01    4.35e-01      7.06e-05    2.17e-04      1.26e-01    4.03e-01    1.6e-07
  86600      1.52e-01    3.57e-01      7.48e-05    4.34e-04      1.41e-01    3.31e-01    1.6e-07
  86700      2.11e-01    1.77e-01      2.14e-04    5.96e-05      1.95e-01    1.64e-01    1.6e-07
  86800      1.44e-01    1.32e-01      3.49e-04    7.45e-05      1.33e-01    1.23e-01    1.6e-07
  86900      2.29e-01    1.34e-01      5.83e-05    9.29e-05      2.12e-01    1.24e-01    1.6e-07
  87000      1.38e-01    2.86e-01      6.87e-05    4.08e-05      1.28e-01    2.65e-01    1.6e-07
  87100      1.56e-01    1.41e-01      1.50e-04    2.15e-04      1.45e-01    1.30e-01    1.6e-07
  87200      1.57e-01    1.50e-01      3.85e-04    1.43e-05      1.46e-01    1.39e-01    1.6e-07
  87300      1.39e-01    1.33e-01      2.49e-04    4.86e-04      1.29e-01    1.23e-01    1.6e-07
  87400      2.62e-01    1.33e-01      2.11e-04    2.61e-04      2.43e-01    1.23e-01    1.6e-07
  87500      1.41e-01    1.39e-01      1.81e-04    1.42e-04      1.31e-01    1.29e-01    1.6e-07
  87600      2.06e-01    1.34e-01      1.49e-04    2.17e-04      1.91e-01    1.24e-01    1.6e-07
  87700      1.38e-01    1.49e-01      5.68e-05    2.68e-04      1.28e-01    1.38e-01    1.6e-07
  87800      1.77e-01    2.25e-01      2.93e-04    3.94e-04      1.64e-01    2.08e-01    1.6e-07
  87900      1.47e-01    1.36e-01      2.96e-04    2.87e-04      1.37e-01    1.26e-01    1.6e-07
  88000      2.07e-01    1.41e-01      3.40e-05    2.61e-04      1.92e-01    1.30e-01    1.6e-07
  88100      1.37e-01    1.30e-01      1.47e-04    1.32e-04      1.27e-01    1.21e-01    1.6e-07
  88200      2.67e-01    1.31e-01      1.65e-04    2.29e-04      2.48e-01    1.21e-01    1.6e-07
  88300      2.34e-01    1.42e-01      1.22e-04    3.09e-05      2.17e-01    1.32e-01    1.6e-07
  88400      1.55e-01    1.32e-01      1.46e-04    6.27e-06      1.43e-01    1.22e-01    1.6e-07
  88500      4.47e-01    1.66e-01      8.63e-05    5.16e-04      4.14e-01    1.53e-01    1.6e-07
  88600      3.45e-01    2.86e-01      1.30e-04    1.71e-04      3.20e-01    2.65e-01    1.6e-07
  88700      1.49e-01    1.31e-01      1.76e-04    1.66e-04      1.38e-01    1.22e-01    1.6e-07
  88800      2.45e-01    1.63e-01      1.36e-04    1.06e-04      2.27e-01    1.51e-01    1.6e-07
  88900      2.40e-01    1.69e-01      1.90e-04    7.79e-05      2.22e-01    1.56e-01    1.6e-07
  89000      1.42e-01    1.36e-01      6.82e-05    3.34e-05      1.32e-01    1.26e-01    1.6e-07
  89100      1.37e-01    1.44e-01      1.16e-04    8.11e-05      1.27e-01    1.34e-01    1.6e-07
  89200      1.33e-01    2.25e-01      1.23e-04    1.61e-04      1.23e-01    2.08e-01    1.6e-07
  89300      1.41e-01    1.39e-01      1.33e-04    1.05e-04      1.31e-01    1.29e-01    1.6e-07
  89400      2.47e-01    7.81e-01      1.78e-04    3.47e-04      2.29e-01    7.24e-01    1.6e-07
  89500      1.46e-01    1.35e-01      1.86e-04    2.69e-04      1.36e-01    1.25e-01    1.6e-07
  89600      1.39e-01    1.39e-01      1.10e-04    3.95e-05      1.29e-01    1.29e-01    1.6e-07
  89700      2.41e-01    1.37e-01      5.31e-05    5.98e-05      2.23e-01    1.27e-01    1.6e-07
  89800      3.42e-01    1.36e-01      1.03e-04    1.16e-04      3.17e-01    1.26e-01    1.6e-07
  89900      1.82e-01    1.33e-01      1.25e-04    2.64e-04      1.68e-01    1.23e-01    1.6e-07
  90000      1.62e-01    1.60e-01      3.10e-05    1.76e-04      1.50e-01    1.48e-01    1.6e-07
  90100      2.84e-01    1.34e-01      4.30e-04    2.47e-04      2.71e-01    1.28e-01    9.8e-08
  90200      1.44e-01    1.32e-01      1.94e-04    4.53e-05      1.37e-01    1.26e-01    9.8e-08
  90300      1.33e-01    1.85e-01      8.91e-05    6.57e-05      1.27e-01    1.77e-01    9.8e-08
  90400      2.54e-01    1.47e-01      1.38e-04    5.14e-04      2.42e-01    1.40e-01    9.8e-08
  90500      2.43e-01    1.29e-01      3.39e-04    1.80e-04      2.32e-01    1.23e-01    9.8e-08
  90600      1.39e-01    1.32e-01      2.19e-04    1.96e-04      1.33e-01    1.26e-01    9.8e-08
  90700      1.33e-01    1.31e-01      1.10e-04    2.46e-04      1.27e-01    1.25e-01    9.8e-08
  90800      1.50e-01    1.36e-01      3.06e-04    3.74e-04      1.43e-01    1.30e-01    9.8e-08
  90900      2.78e-01    1.37e-01      1.33e-04    1.37e-04      2.65e-01    1.31e-01    9.8e-08
  91000      1.48e-01    1.31e-01      1.90e-04    3.11e-04      1.41e-01    1.25e-01    9.8e-08
  91100      1.41e-01    1.35e-01      1.77e-04    3.08e-05      1.34e-01    1.29e-01    9.8e-08
  91200      2.43e-01    1.30e-01      1.30e-04    1.94e-04      2.32e-01    1.24e-01    9.8e-08
  91300      1.35e-01    1.30e-01      4.98e-05    2.19e-04      1.29e-01    1.24e-01    9.8e-08
  91400      2.43e-01    1.38e-01      2.56e-04    1.21e-04      2.32e-01    1.32e-01    9.8e-08
  91500      2.14e-01    1.31e-01      2.02e-04    2.41e-04      2.04e-01    1.25e-01    9.8e-08
  91600      1.82e-01    1.66e-01      6.91e-05    2.13e-04      1.74e-01    1.58e-01    9.8e-08
  91700      2.85e-01    1.32e-01      1.86e-04    1.82e-04      2.72e-01    1.26e-01    9.8e-08
  91800      2.16e-01    1.33e-01      1.29e-04    3.35e-05      2.06e-01    1.27e-01    9.8e-08
  91900      1.31e-01    5.74e-01      1.55e-04    6.27e-06      1.25e-01    5.48e-01    9.8e-08
  92000      2.61e-01    2.97e-01      3.14e-04    3.99e-05      2.49e-01    2.84e-01    9.8e-08
  92100      1.93e-01    1.44e-01      1.28e-04    7.86e-05      1.84e-01    1.38e-01    9.8e-08
  92200      2.26e-01    1.88e-01      1.66e-04    2.08e-04      2.16e-01    1.79e-01    9.8e-08
  92300      1.40e-01    7.32e-01      1.57e-04    1.63e-05      1.33e-01    6.98e-01    9.8e-08
  92400      3.38e-01    1.35e-01      2.21e-04    2.13e-07      3.23e-01    1.29e-01    9.8e-08
  92500      1.37e-01    1.32e-01      1.44e-04    5.40e-05      1.31e-01    1.26e-01    9.8e-08
  92600      1.56e-01    1.35e-01      4.20e-04    2.24e-04      1.48e-01    1.29e-01    9.8e-08
  92700      1.59e-01    1.45e-01      1.36e-04    1.50e-04      1.52e-01    1.38e-01    9.8e-08
  92800      1.39e-01    1.32e-01      1.65e-04    5.30e-05      1.33e-01    1.26e-01    9.8e-08
  92900      2.87e-01    1.37e-01      3.63e-04    7.67e-05      2.73e-01    1.31e-01    9.8e-08
  93000      1.63e-01    1.35e-01      2.30e-04    2.69e-04      1.56e-01    1.28e-01    9.8e-08
  93100      1.42e-01    1.30e-01      2.34e-05    1.91e-04      1.36e-01    1.24e-01    9.8e-08
  93200      1.33e-01    2.03e-01      1.22e-04    2.94e-05      1.27e-01    1.94e-01    9.8e-08
  93300      1.99e-01    1.34e-01      1.47e-04    2.35e-05      1.89e-01    1.28e-01    9.8e-08
  93400      1.41e-01    1.37e-01      2.18e-04    2.05e-04      1.34e-01    1.31e-01    9.8e-08
  93500      1.67e-01    1.35e-01      1.68e-04    1.05e-04      1.59e-01    1.29e-01    9.8e-08
  93600      1.49e-01    1.36e-01      2.25e-04    2.73e-04      1.42e-01    1.30e-01    9.8e-08
  93700      1.33e-01    1.35e-01      1.16e-04    1.68e-06      1.27e-01    1.29e-01    9.8e-08
  93800      1.35e-01    1.35e-01      1.64e-04    2.41e-04      1.29e-01    1.29e-01    9.8e-08
  93900      1.97e-01    1.31e-01      2.09e-04    4.26e-06      1.88e-01    1.25e-01    9.8e-08
  94000      1.55e-01    3.33e-01      3.94e-05    1.03e-04      1.48e-01    3.18e-01    9.8e-08
  94100      2.17e-01    1.30e-01      1.64e-04    1.97e-04      2.07e-01    1.24e-01    9.8e-08
  94200      2.39e-01    1.45e-01      4.80e-05    1.10e-04      2.28e-01    1.38e-01    9.8e-08
  94300      1.35e-01    1.33e-01      9.08e-05    4.03e-05      1.29e-01    1.27e-01    9.8e-08
  94400      2.24e-01    1.85e-01      1.24e-04    1.98e-06      2.14e-01    1.77e-01    9.8e-08
  94500      3.97e-01    4.12e-01      4.87e-05    2.06e-04      3.79e-01    3.93e-01    9.8e-08
  94600      1.58e-01    1.28e-01      1.84e-04    1.04e-04      1.51e-01    1.22e-01    9.8e-08
  94700      1.61e-01    1.36e-01      3.53e-04    2.76e-04      1.53e-01    1.29e-01    9.8e-08
  94800      2.03e-01    1.29e-01      2.91e-04    2.54e-04      1.93e-01    1.23e-01    9.8e-08
  94900      1.90e-01    1.36e-01      1.00e-04    3.96e-04      1.81e-01    1.30e-01    9.8e-08
  95000      1.39e-01    7.59e-01      1.55e-04    7.01e-05      1.33e-01    7.24e-01    9.8e-08
  95100      1.31e-01    2.14e-01      1.72e-04    1.31e-04      1.27e-01    2.08e-01    5.9e-08
  95200      1.57e-01    1.33e-01      2.03e-04    2.85e-04      1.53e-01    1.29e-01    5.9e-08
  95300      1.31e-01    1.52e-01      5.11e-05    1.91e-04      1.27e-01    1.48e-01    5.9e-08
  95400      1.29e-01    1.52e-01      1.65e-04    1.97e-04      1.26e-01    1.47e-01    5.9e-08
  95500      2.07e-01    1.27e-01      5.98e-05    4.14e-04      2.01e-01    1.23e-01    5.9e-08
  95600      2.22e-01    2.73e-01      1.21e-04    9.90e-05      2.16e-01    2.66e-01    5.9e-08
  95700      2.04e-01    3.29e-01      1.07e-04    2.19e-04      1.98e-01    3.20e-01    5.9e-08
  95800      2.24e-01    1.33e-01      1.13e-04    9.49e-05      2.18e-01    1.30e-01    5.9e-08
  95900      3.66e-01    1.33e-01      1.43e-04    8.63e-05      3.56e-01    1.29e-01    5.9e-08
  96000      1.58e-01    1.32e-01      1.17e-04    2.91e-04      1.53e-01    1.28e-01    5.9e-08
  96100      1.36e-01    1.28e-01      1.60e-04    1.04e-05      1.32e-01    1.25e-01    5.9e-08
  96200      1.42e-01    1.30e-01      9.99e-05    8.13e-05      1.38e-01    1.26e-01    5.9e-08
  96300      1.39e-01    2.45e-01      9.77e-05    4.87e-05      1.35e-01    2.38e-01    5.9e-08
  96400      1.30e-01    1.29e-01      3.41e-05    8.63e-05      1.27e-01    1.25e-01    5.9e-08
  96500      1.82e-01    1.29e-01      5.94e-05    3.01e-04      1.77e-01    1.25e-01    5.9e-08
  96600      2.00e-01    1.24e-01      2.08e-04    6.43e-05      1.94e-01    1.20e-01    5.9e-08
  96700      1.72e-01    1.30e-01      3.49e-04    2.10e-04      1.67e-01    1.26e-01    5.9e-08
  96800      1.45e-01    1.69e-01      1.65e-04    1.05e-04      1.41e-01    1.64e-01    5.9e-08
  96900      1.47e-01    1.33e-01      1.01e-04    1.84e-04      1.43e-01    1.30e-01    5.9e-08
  97000      1.31e-01    1.23e-01      2.06e-04    1.72e-04      1.27e-01    1.20e-01    5.9e-08
  97100      1.51e-01    1.37e-01      5.24e-05    1.46e-04      1.47e-01    1.33e-01    5.9e-08
  97200      1.78e-01    1.89e-01      1.46e-04    2.91e-04      1.73e-01    1.84e-01    5.9e-08
  97300      1.37e-01    1.26e-01      5.92e-05    6.93e-05      1.34e-01    1.22e-01    5.9e-08
  97400      1.29e-01    1.35e-01      1.53e-04    1.64e-04      1.25e-01    1.31e-01    5.9e-08
  97500      1.50e-01    1.99e-01      1.70e-04    2.41e-05      1.46e-01    1.94e-01    5.9e-08
  97600      2.32e-01    1.45e-01      8.96e-05    2.92e-04      2.25e-01    1.40e-01    5.9e-08
  97700      1.38e-01    1.29e-01      4.25e-05    3.76e-04      1.34e-01    1.25e-01    5.9e-08
  97800      1.73e-01    1.32e-01      3.38e-05    5.33e-05      1.68e-01    1.28e-01    5.9e-08
  97900      1.89e-01    3.27e-01      2.19e-04    2.24e-04      1.84e-01    3.18e-01    5.9e-08
  98000      1.34e-01    1.31e-01      4.27e-05    3.09e-06      1.30e-01    1.27e-01    5.9e-08
  98100      2.22e-01    1.70e-01      1.97e-04    2.98e-04      2.15e-01    1.65e-01    5.9e-08
  98200      1.39e-01    1.58e-01      2.27e-04    1.44e-04      1.35e-01    1.53e-01    5.9e-08
  98300      1.36e-01    2.81e-01      1.46e-04    1.78e-04      1.32e-01    2.73e-01    5.9e-08
  98400      1.34e-01    1.29e-01      2.69e-04    4.92e-05      1.30e-01    1.25e-01    5.9e-08
  98500      1.74e-01    1.27e-01      7.71e-05    1.95e-04      1.69e-01    1.23e-01    5.9e-08
  98600      1.36e-01    1.32e-01      1.13e-04    6.28e-05      1.32e-01    1.29e-01    5.9e-08
  98700      2.89e-01    3.27e-01      2.60e-05    3.81e-04      2.80e-01    3.18e-01    5.9e-08
  98800      1.84e-01    1.32e-01      1.67e-04    2.64e-04      1.79e-01    1.29e-01    5.9e-08
  98900      1.34e-01    1.24e-01      2.28e-04    5.90e-05      1.30e-01    1.21e-01    5.9e-08
  99000      1.29e-01    1.52e-01      6.51e-05    1.98e-04      1.25e-01    1.48e-01    5.9e-08
  99100      1.79e-01    1.26e-01      2.08e-04    1.48e-04      1.74e-01    1.23e-01    5.9e-08
  99200      1.81e-01    1.77e-01      1.60e-04    2.36e-05      1.76e-01    1.72e-01    5.9e-08
  99300      1.35e-01    1.27e-01      1.56e-04    4.08e-05      1.31e-01    1.23e-01    5.9e-08
  99400      1.85e-01    1.29e-01      1.53e-04    2.84e-05      1.80e-01    1.25e-01    5.9e-08
  99500      1.36e-01    1.32e-01      1.67e-04    7.79e-05      1.32e-01    1.28e-01    5.9e-08
  99600      1.29e-01    1.27e-01      9.51e-05    2.00e-05      1.25e-01    1.23e-01    5.9e-08
  99700      1.82e-01    1.33e-01      1.58e-04    3.20e-05      1.76e-01    1.29e-01    5.9e-08
  99800      2.23e-01    1.54e-01      1.50e-04    3.34e-04      2.17e-01    1.49e-01    5.9e-08
  99900      2.18e-01    1.63e-01      1.14e-04    5.82e-05      2.12e-01    1.59e-01    5.9e-08
 100000      2.05e-01    1.67e-01      2.56e-04    1.51e-04      1.99e-01    1.62e-01    5.9e-08
